date,metal,ticker,unit,open,high,low,close,volume,source,fetched_at
2025-07-11,铜,HG=F,美元/磅,5.585000038146973,5.585000038146973,5.449999809265137,5.561999797821045,1082,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-07-14,铜,HG=F,美元/磅,5.47599983215332,5.514999866485596,5.44950008392334,5.514999866485596,1093,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-07-15,铜,HG=F,美元/磅,5.486000061035156,5.546000003814697,5.482999801635742,5.546000003814697,1621,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-07-16,铜,HG=F,美元/磅,5.489999771118164,5.513999938964844,5.445000171661377,5.496500015258789,1152,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-07-17,铜,HG=F,美元/磅,5.4679999351501465,5.490499973297119,5.456999778747559,5.486000061035156,866,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-07-18,铜,HG=F,美元/磅,5.488999843597412,5.578999996185303,5.488999843597412,5.578000068664551,521,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-07-21,铜,HG=F,美元/磅,5.55049991607666,5.617000102996826,5.55049991607666,5.610499858856201,583,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-07-22,铜,HG=F,美元/磅,5.64300012588501,5.69950008392334,5.64300012588501,5.697000026702881,729,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-07-23,铜,HG=F,美元/磅,5.750999927520752,5.865499973297119,5.750999927520752,5.795000076293945,607,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-07-24,铜,HG=F,美元/磅,5.860499858856201,5.894999980926514,5.771999835968018,5.7769999504089355,686,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-07-25,铜,HG=F,美元/磅,5.775000095367432,5.78000020980835,5.728000164031982,5.763500213623047,911,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-07-28,铜,HG=F,美元/磅,5.747499942779541,5.748000144958496,5.498000144958496,5.59499979019165,782,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-07-29,铜,HG=F,美元/磅,5.610000133514404,5.610000133514404,5.583000183105469,5.603499889373779,1039,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-07-30,铜,HG=F,美元/磅,5.626500129699707,5.627999782562256,4.492499828338623,5.570000171661377,2823,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-07-31,铜,HG=F,美元/磅,4.59499979019165,4.5954999923706055,4.323500156402588,4.33050012588501,1537,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-08-01,铜,HG=F,美元/磅,4.388999938964844,4.412499904632568,4.385000228881836,4.412499904632568,1301,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-08-04,铜,HG=F,美元/磅,4.423500061035156,4.431000232696533,4.4145002365112305,4.414999961853027,1042,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-08-05,铜,HG=F,美元/磅,4.388000011444092,4.401000022888184,4.355000019073486,4.363999843597412,831,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-08-06,铜,HG=F,美元/磅,4.400000095367432,4.4120001792907715,4.380499839782715,4.390999794006348,924,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-08-07,铜,HG=F,美元/磅,4.399499893188477,4.427000045776367,4.377500057220459,4.378499984741211,986,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
2025-08-08,铜,HG=F,美元/磅,4.387499809265137,4.45550012588501,4.387499809265137,4.45550012588501,645,Yahoo Finance,2026-07-11T10:30:33.650573+00:00
