date,metal,ticker,unit,open,high,low,close,volume,source,fetched_at
2025-07-18,白银,SI=F,美元/金衡盎司,38.51499938964844,38.51499938964844,38.222999572753906,38.222999572753906,52,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-18,铜,HG=F,美元/磅,5.488999843597412,5.578999996185303,5.488999843597412,5.578000068664551,521,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-18,黄金,GC=F,美元/金衡盎司,3338.199951171875,3353.0,3338.199951171875,3353.0,602,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-21,白银,SI=F,美元/金衡盎司,38.994998931884766,39.125,38.994998931884766,39.10100173950195,73,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-21,铜,HG=F,美元/磅,5.55049991607666,5.617000102996826,5.55049991607666,5.610499858856201,583,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-21,黄金,GC=F,美元/金衡盎司,3350.300048828125,3411.699951171875,3350.300048828125,3401.89990234375,53,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-22,白银,SI=F,美元/金衡盎司,38.915000915527344,39.35499954223633,38.915000915527344,39.31999969482422,67,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-22,铜,HG=F,美元/磅,5.64300012588501,5.69950008392334,5.64300012588501,5.697000026702881,729,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-22,黄金,GC=F,美元/金衡盎司,3411.0,3441.0,3395.60009765625,3439.199951171875,39,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-23,白银,SI=F,美元/金衡盎司,39.40999984741211,39.40999984741211,39.220001220703125,39.27799987792969,51,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-23,铜,HG=F,美元/磅,5.750999927520752,5.865499973297119,5.750999927520752,5.795000076293945,607,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-23,黄金,GC=F,美元/金衡盎司,3430.300048828125,3433.89990234375,3388.10009765625,3394.10009765625,63,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-24,白银,SI=F,美元/金衡盎司,39.060001373291016,39.130001068115234,38.84000015258789,39.020999908447266,59,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-24,铜,HG=F,美元/磅,5.860499858856201,5.894999980926514,5.771999835968018,5.7769999504089355,686,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-24,黄金,GC=F,美元/金衡盎司,3367.0,3371.0,3367.0,3371.0,1175,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-25,白银,SI=F,美元/金衡盎司,38.93000030517578,38.93000030517578,38.040000915527344,38.16699981689453,7,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-25,铜,HG=F,美元/磅,5.775000095367432,5.78000020980835,5.728000164031982,5.763500213623047,911,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-25,黄金,GC=F,美元/金衡盎司,3344.0,3345.0,3326.5,3334.0,67,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-28,白银,SI=F,美元/金衡盎司,38.130001068115234,38.189998626708984,38.02000045776367,38.0260009765625,154,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-28,铜,HG=F,美元/磅,5.747499942779541,5.748000144958496,5.498000144958496,5.59499979019165,782,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-28,黄金,GC=F,美元/金衡盎司,3326.60009765625,3326.800048828125,3309.10009765625,3309.10009765625,533,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-29,白银,SI=F,美元/金衡盎司,38.130001068115234,38.130001068115234,38.060001373291016,38.08399963378906,1109,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-29,铜,HG=F,美元/磅,5.610000133514404,5.610000133514404,5.583000183105469,5.603499889373779,1039,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-29,黄金,GC=F,美元/金衡盎司,3323.39990234375,3323.39990234375,3323.39990234375,3323.39990234375,113144,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-30,白银,SI=F,美元/金衡盎司,38.165000915527344,38.165000915527344,36.775001525878906,37.566001892089844,352,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-30,铜,HG=F,美元/磅,5.626500129699707,5.627999782562256,4.492499828338623,5.570000171661377,2823,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-30,黄金,GC=F,美元/金衡盎司,3325.800048828125,3331.800048828125,3263.89990234375,3295.800048828125,19252,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-31,白银,SI=F,美元/金衡盎司,36.84000015258789,36.84000015258789,36.551998138427734,36.551998138427734,89,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-31,铜,HG=F,美元/磅,4.59499979019165,4.5954999923706055,4.323500156402588,4.33050012588501,1537,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-07-31,黄金,GC=F,美元/金衡盎司,3272.89990234375,3312.0,3272.89990234375,3293.199951171875,3704,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-08-01,白银,SI=F,美元/金衡盎司,36.345001220703125,36.7869987487793,36.345001220703125,36.7869987487793,95,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-08-01,铜,HG=F,美元/磅,4.388999938964844,4.412499904632568,4.385000228881836,4.412499904632568,1301,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-08-01,黄金,GC=F,美元/金衡盎司,3286.199951171875,3360.60009765625,3281.0,3347.699951171875,3420,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-08-04,白银,SI=F,美元/金衡盎司,37.14500045776367,37.29999923706055,37.14500045776367,37.19200134277344,488,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-08-04,铜,HG=F,美元/磅,4.423500061035156,4.431000232696533,4.4145002365112305,4.414999961853027,1042,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-08-04,黄金,GC=F,美元/金衡盎司,3367.60009765625,3386.5,3347.39990234375,3374.39990234375,351,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-08-05,白银,SI=F,美元/金衡盎司,37.60499954223633,37.6870002746582,37.60499954223633,37.6870002746582,3,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-08-05,铜,HG=F,美元/磅,4.388000011444092,4.401000022888184,4.355000019073486,4.363999843597412,831,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-08-05,黄金,GC=F,美元/金衡盎司,3378.5,3387.199951171875,3351.199951171875,3381.89990234375,915,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
2025-08-06,白银,SI=F,美元/金衡盎司,37.7599983215332,37.76599884033203,37.7599983215332,37.76599884033203,6,Yahoo Finance,2026-07-18T11:20:08.770899+00:00
