month,metal_cn,metal_en,price_usd,unit_usd,usd_cny_avg,price_cny,unit_cny,exchange_source
1960-01,铜,copper,715.4,美元/吨,2.4618,1761.17,元/吨,本地 CSV (data/exchange_rates.csv)
1960-02,铜,copper,728.19,美元/吨,2.4618,1792.66,元/吨,本地 CSV (data/exchange_rates.csv)
1960-03,铜,copper,684.94,美元/吨,2.4618,1686.19,元/吨,本地 CSV (data/exchange_rates.csv)
1960-04,铜,copper,723.11,美元/吨,2.4618,1780.15,元/吨,本地 CSV (data/exchange_rates.csv)
1960-05,铜,copper,684.75,美元/吨,2.4618,1685.72,元/吨,本地 CSV (data/exchange_rates.csv)
1960-06,铜,copper,691.59,美元/吨,2.4618,1702.56,元/吨,本地 CSV (data/exchange_rates.csv)
1960-07,铜,copper,702.39,美元/吨,2.4618,1729.14,元/吨,本地 CSV (data/exchange_rates.csv)
1960-08,铜,copper,675.94,美元/吨,2.4618,1664.03,元/吨,本地 CSV (data/exchange_rates.csv)
1960-09,铜,copper,647.06,美元/吨,2.4618,1592.93,元/吨,本地 CSV (data/exchange_rates.csv)
1960-10,铜,copper,612.66,美元/吨,2.4618,1508.25,元/吨,本地 CSV (data/exchange_rates.csv)
1960-11,铜,copper,642.13,美元/吨,2.4618,1580.8,元/吨,本地 CSV (data/exchange_rates.csv)
1960-12,铜,copper,636.91,美元/吨,2.4618,1567.95,元/吨,本地 CSV (data/exchange_rates.csv)
1961-01,铜,copper,606.71,美元/吨,2.4618,1493.6,元/吨,本地 CSV (data/exchange_rates.csv)
1961-02,铜,copper,616.63,美元/吨,2.4618,1518.02,元/吨,本地 CSV (data/exchange_rates.csv)
1961-03,铜,copper,621.26,美元/吨,2.4618,1529.42,元/吨,本地 CSV (data/exchange_rates.csv)
1961-04,铜,copper,631.84,美元/吨,2.4618,1555.46,元/吨,本地 CSV (data/exchange_rates.csv)
1961-05,铜,copper,668.44,美元/吨,2.4618,1645.57,元/吨,本地 CSV (data/exchange_rates.csv)
1961-06,铜,copper,652.12,美元/吨,2.4618,1605.39,元/吨,本地 CSV (data/exchange_rates.csv)
1961-07,铜,copper,633.39,美元/吨,2.4618,1559.28,元/吨,本地 CSV (data/exchange_rates.csv)
1961-08,铜,copper,636.47,美元/吨,2.4618,1566.86,元/吨,本地 CSV (data/exchange_rates.csv)
1961-09,铜,copper,632.72,美元/吨,2.4618,1557.63,元/吨,本地 CSV (data/exchange_rates.csv)
1961-10,铜,copper,630.3,美元/吨,2.4618,1551.67,元/吨,本地 CSV (data/exchange_rates.csv)
1961-11,铜,copper,632.28,美元/吨,2.4618,1556.55,元/吨,本地 CSV (data/exchange_rates.csv)
1961-12,铜,copper,634.85,美元/吨,2.4618,1562.87,元/吨,本地 CSV (data/exchange_rates.csv)
1962-01,铜,copper,635.37,美元/吨,2.4618,1564.15,元/吨,本地 CSV (data/exchange_rates.csv)
1962-02,铜,copper,647.94,美元/吨,2.4618,1595.1,元/吨,本地 CSV (data/exchange_rates.csv)
1962-03,铜,copper,647.5,美元/吨,2.4618,1594.02,元/吨,本地 CSV (data/exchange_rates.csv)
1962-04,铜,copper,645.95,美元/吨,2.4618,1590.2,元/吨,本地 CSV (data/exchange_rates.csv)
1962-05,铜,copper,645.73,美元/吨,2.4618,1589.66,元/吨,本地 CSV (data/exchange_rates.csv)
1962-06,铜,copper,645.51,美元/吨,2.4618,1589.12,元/吨,本地 CSV (data/exchange_rates.csv)
1962-07,铜,copper,645.51,美元/吨,2.4618,1589.12,元/吨,本地 CSV (data/exchange_rates.csv)
1962-08,铜,copper,645.51,美元/吨,2.4618,1589.12,元/吨,本地 CSV (data/exchange_rates.csv)
1962-09,铜,copper,645.51,美元/吨,2.4618,1589.12,元/吨,本地 CSV (data/exchange_rates.csv)
1962-10,铜,copper,645.95,美元/吨,2.4618,1590.2,元/吨,本地 CSV (data/exchange_rates.csv)
1962-11,铜,copper,645.51,美元/吨,2.4618,1589.12,元/吨,本地 CSV (data/exchange_rates.csv)
1962-12,铜,copper,645.73,美元/吨,2.4618,1589.66,元/吨,本地 CSV (data/exchange_rates.csv)
1963-01,铜,copper,645.51,美元/吨,2.4618,1589.12,元/吨,本地 CSV (data/exchange_rates.csv)
1963-02,铜,copper,645.51,美元/吨,2.4618,1589.12,元/吨,本地 CSV (data/exchange_rates.csv)
1963-03,铜,copper,645.51,美元/吨,2.4618,1589.12,元/吨,本地 CSV (data/exchange_rates.csv)
1963-04,铜,copper,645.73,美元/吨,2.4618,1589.66,元/吨,本地 CSV (data/exchange_rates.csv)
1963-05,铜,copper,645.51,美元/吨,2.4618,1589.12,元/吨,本地 CSV (data/exchange_rates.csv)
1963-06,铜,copper,645.73,美元/吨,2.4618,1589.66,元/吨,本地 CSV (data/exchange_rates.csv)
1963-07,铜,copper,645.51,美元/吨,2.4618,1589.12,元/吨,本地 CSV (data/exchange_rates.csv)
1963-08,铜,copper,645.51,美元/吨,2.4618,1589.12,元/吨,本地 CSV (data/exchange_rates.csv)
1963-09,铜,copper,645.51,美元/吨,2.4618,1589.12,元/吨,本地 CSV (data/exchange_rates.csv)
1963-10,铜,copper,645.51,美元/吨,2.4618,1589.12,元/吨,本地 CSV (data/exchange_rates.csv)
1963-11,铜,copper,645.73,美元/吨,2.4618,1589.66,元/吨,本地 CSV (data/exchange_rates.csv)
1963-12,铜,copper,650.14,美元/吨,2.4618,1600.51,元/吨,本地 CSV (data/exchange_rates.csv)
1964-01,铜,copper,655.65,美元/吨,2.4618,1614.08,元/吨,本地 CSV (data/exchange_rates.csv)
1964-02,铜,copper,693.79,美元/吨,2.4618,1707.97,元/吨,本地 CSV (data/exchange_rates.csv)
1964-03,铜,copper,745.16,美元/吨,2.4618,1834.43,元/吨,本地 CSV (data/exchange_rates.csv)
1964-04,铜,copper,861.56,美元/吨,2.4618,2120.99,元/吨,本地 CSV (data/exchange_rates.csv)
1964-05,铜,copper,828.28,美元/吨,2.4618,2039.06,元/吨,本地 CSV (data/exchange_rates.csv)
1964-06,铜,copper,808.43,美元/吨,2.4618,1990.19,元/吨,本地 CSV (data/exchange_rates.csv)
1964-07,铜,copper,854.95,美元/吨,2.4618,2104.72,元/吨,本地 CSV (data/exchange_rates.csv)
1964-08,铜,copper,999.33,美元/吨,2.4618,2460.15,元/吨,本地 CSV (data/exchange_rates.csv)
1964-09,铜,copper,1162.05,美元/吨,2.4618,2860.73,元/吨,本地 CSV (data/exchange_rates.csv)
1964-10,铜,copper,1358.27,美元/吨,2.4618,3343.79,元/吨,本地 CSV (data/exchange_rates.csv)
1964-11,铜,copper,1400.37,美元/吨,2.4618,3447.43,元/吨,本地 CSV (data/exchange_rates.csv)
1964-12,铜,copper,1269.2,美元/吨,2.4618,3124.52,元/吨,本地 CSV (data/exchange_rates.csv)
1965-01,铜,copper,1000.68,美元/吨,2.4618,2463.47,元/吨,本地 CSV (data/exchange_rates.csv)
1965-02,铜,copper,1179.91,美元/吨,2.4618,2904.7,元/吨,本地 CSV (data/exchange_rates.csv)
1965-03,铜,copper,1237.23,美元/吨,2.4618,3045.81,元/吨,本地 CSV (data/exchange_rates.csv)
1965-04,铜,copper,1348.34,美元/吨,2.4618,3319.34,元/吨,本地 CSV (data/exchange_rates.csv)
1965-05,铜,copper,1378.55,美元/吨,2.4618,3393.71,元/吨,本地 CSV (data/exchange_rates.csv)
1965-06,铜,copper,1308.88,美元/吨,2.4618,3222.2,元/吨,本地 CSV (data/exchange_rates.csv)
1965-07,铜,copper,1134.06,美元/吨,2.4618,2791.83,元/吨,本地 CSV (data/exchange_rates.csv)
1965-08,铜,copper,1209.9,美元/吨,2.4618,2978.53,元/吨,本地 CSV (data/exchange_rates.csv)
1965-09,铜,copper,1327.84,美元/吨,2.4618,3268.88,元/吨,本地 CSV (data/exchange_rates.csv)
1965-10,铜,copper,1401.92,美元/吨,2.4618,3451.25,元/吨,本地 CSV (data/exchange_rates.csv)
1965-11,铜,copper,1469.16,美元/吨,2.4618,3616.78,元/吨,本地 CSV (data/exchange_rates.csv)
1965-12,铜,copper,1517.66,美元/吨,2.4618,3736.18,元/吨,本地 CSV (data/exchange_rates.csv)
1966-01,铜,copper,1679.04,美元/吨,2.4618,4133.46,元/吨,本地 CSV (data/exchange_rates.csv)
1966-02,铜,copper,1874.37,美元/吨,2.4618,4614.32,元/吨,本地 CSV (data/exchange_rates.csv)
1966-03,铜,copper,1874.81,美元/吨,2.4618,4615.41,元/吨,本地 CSV (data/exchange_rates.csv)
1966-04,铜,copper,1907.44,美元/吨,2.4618,4695.74,元/吨,本地 CSV (data/exchange_rates.csv)
1966-05,铜,copper,1663.61,美元/吨,2.4618,4095.48,元/吨,本地 CSV (data/exchange_rates.csv)
1966-06,铜,copper,1695.79,美元/吨,2.4618,4174.7,元/吨,本地 CSV (data/exchange_rates.csv)
1966-07,铜,copper,1567.93,美元/吨,2.4618,3859.93,元/吨,本地 CSV (data/exchange_rates.csv)
1966-08,铜,copper,1195.34,美元/吨,2.4618,2942.69,元/吨,本地 CSV (data/exchange_rates.csv)
1966-09,铜,copper,1128.32,美元/吨,2.4618,2777.7,元/吨,本地 CSV (data/exchange_rates.csv)
1966-10,铜,copper,1275.37,美元/吨,2.4618,3139.71,元/吨,本地 CSV (data/exchange_rates.csv)
1966-11,铜,copper,1301.61,美元/吨,2.4618,3204.3,元/吨,本地 CSV (data/exchange_rates.csv)
1966-12,铜,copper,1214.53,美元/吨,2.4618,2989.93,元/吨,本地 CSV (data/exchange_rates.csv)
1967-01,铜,copper,1243.85,美元/吨,2.4618,3062.11,元/吨,本地 CSV (data/exchange_rates.csv)
1967-02,铜,copper,1220.48,美元/吨,2.4618,3004.58,元/吨,本地 CSV (data/exchange_rates.csv)
1967-03,铜,copper,1098.34,美元/吨,2.4618,2703.89,元/吨,本地 CSV (data/exchange_rates.csv)
1967-04,铜,copper,994.72,美元/吨,2.4618,2448.8,元/吨,本地 CSV (data/exchange_rates.csv)
1967-05,铜,copper,1036.17,美元/吨,2.4618,2550.84,元/吨,本地 CSV (data/exchange_rates.csv)
1967-06,铜,copper,1015.22,美元/吨,2.4618,2499.27,元/吨,本地 CSV (data/exchange_rates.csv)
1967-07,铜,copper,997.37,美元/吨,2.4618,2455.33,元/吨,本地 CSV (data/exchange_rates.csv)
1967-08,铜,copper,1044.55,美元/吨,2.4618,2571.47,元/吨,本地 CSV (data/exchange_rates.csv)
1967-09,铜,copper,1060.2,美元/吨,2.4618,2610.0,元/吨,本地 CSV (data/exchange_rates.csv)
1967-10,铜,copper,1138.47,美元/吨,2.4618,2802.69,元/吨,本地 CSV (data/exchange_rates.csv)
1967-11,铜,copper,1443.81,美元/吨,2.4618,3554.37,元/吨,本地 CSV (data/exchange_rates.csv)
1967-12,铜,copper,1324.09,美元/吨,2.4618,3259.64,元/吨,本地 CSV (data/exchange_rates.csv)
1968-01,铜,copper,1408.75,美元/吨,2.4618,3468.06,元/吨,本地 CSV (data/exchange_rates.csv)
1968-02,铜,copper,1719.82,美元/吨,2.4618,4233.85,元/吨,本地 CSV (data/exchange_rates.csv)
1968-03,铜,copper,1701.08,美元/吨,2.4618,4187.72,元/吨,本地 CSV (data/exchange_rates.csv)
1968-04,铜,copper,1255.09,美元/吨,2.4618,3089.78,元/吨,本地 CSV (data/exchange_rates.csv)
1968-05,铜,copper,1096.58,美元/吨,2.4618,2699.56,元/吨,本地 CSV (data/exchange_rates.csv)
1968-06,铜,copper,1136.7,美元/吨,2.4618,2798.33,元/吨,本地 CSV (data/exchange_rates.csv)
1968-07,铜,copper,1054.25,美元/吨,2.4618,2595.35,元/吨,本地 CSV (data/exchange_rates.csv)
1968-08,铜,copper,1056.45,美元/吨,2.4618,2600.77,元/吨,本地 CSV (data/exchange_rates.csv)
1968-09,铜,copper,1110.03,美元/吨,2.4618,2732.67,元/吨,本地 CSV (data/exchange_rates.csv)
1968-10,铜,copper,1079.82,美元/吨,2.4618,2658.3,元/吨,本地 CSV (data/exchange_rates.csv)
1968-11,铜,copper,1099.88,美元/吨,2.4618,2707.68,元/吨,本地 CSV (data/exchange_rates.csv)
1968-12,铜,copper,1184.98,美元/吨,2.4618,2917.18,元/吨,本地 CSV (data/exchange_rates.csv)
1969-01,铜,copper,1255.53,美元/吨,2.4618,3090.86,元/吨,本地 CSV (data/exchange_rates.csv)
1969-02,铜,copper,1285.29,美元/吨,2.4618,3164.13,元/吨,本地 CSV (data/exchange_rates.csv)
1969-03,铜,copper,1278.46,美元/吨,2.4618,3147.31,元/吨,本地 CSV (data/exchange_rates.csv)
1969-04,铜,copper,1388.03,美元/吨,2.4618,3417.05,元/吨,本地 CSV (data/exchange_rates.csv)
1969-05,铜,copper,1392.44,美元/吨,2.4618,3427.91,元/吨,本地 CSV (data/exchange_rates.csv)
1969-06,铜,copper,1483.04,美元/吨,2.4618,3650.95,元/吨,本地 CSV (data/exchange_rates.csv)
1969-07,铜,copper,1453.95,美元/吨,2.4618,3579.33,元/吨,本地 CSV (data/exchange_rates.csv)
1969-08,铜,copper,1606.73,美元/吨,2.4618,3955.45,元/吨,本地 CSV (data/exchange_rates.csv)
1969-09,铜,copper,1578.95,美元/吨,2.4618,3887.06,元/吨,本地 CSV (data/exchange_rates.csv)
1969-10,铜,copper,1554.48,美元/吨,2.4618,3826.82,元/吨,本地 CSV (data/exchange_rates.csv)
1969-11,铜,copper,1631.42,美元/吨,2.4618,4016.23,元/吨,本地 CSV (data/exchange_rates.csv)
1969-12,铜,copper,1699.76,美元/吨,2.4618,4184.47,元/吨,本地 CSV (data/exchange_rates.csv)
1970-01,铜,copper,1626.3,美元/吨,2.4618,4003.63,元/吨,本地 CSV (data/exchange_rates.csv)
1970-02,铜,copper,1657.2,美元/吨,2.4618,4079.69,元/吨,本地 CSV (data/exchange_rates.csv)
1970-03,铜,copper,1754.0,美元/吨,2.4618,4318.0,元/吨,本地 CSV (data/exchange_rates.csv)
1970-04,铜,copper,1741.6,美元/吨,2.4618,4287.47,元/吨,本地 CSV (data/exchange_rates.csv)
1970-05,铜,copper,1597.9,美元/吨,2.4618,3933.71,元/吨,本地 CSV (data/exchange_rates.csv)
1970-06,铜,copper,1458.0,美元/吨,2.4618,3589.3,元/吨,本地 CSV (data/exchange_rates.csv)
1970-07,铜,copper,1366.6,美元/吨,2.4618,3364.3,元/吨,本地 CSV (data/exchange_rates.csv)
1970-08,铜,copper,1266.5,美元/吨,2.4618,3117.87,元/吨,本地 CSV (data/exchange_rates.csv)
1970-09,铜,copper,1246.9,美元/吨,2.4618,3069.62,元/吨,本地 CSV (data/exchange_rates.csv)
1970-10,铜,copper,1142.4,美元/吨,2.4618,2812.36,元/吨,本地 CSV (data/exchange_rates.csv)
1970-11,铜,copper,1085.3,美元/吨,2.4618,2671.79,元/吨,本地 CSV (data/exchange_rates.csv)
1970-12,铜,copper,1045.7,美元/吨,2.4618,2574.3,元/吨,本地 CSV (data/exchange_rates.csv)
1971-01,铜,copper,1010.0,美元/吨,2.4618,2486.42,元/吨,本地 CSV (data/exchange_rates.csv)
1971-02,铜,copper,1020.2,美元/吨,2.4618,2511.53,元/吨,本地 CSV (data/exchange_rates.csv)
1971-03,铜,copper,1144.1,美元/吨,2.4618,2816.55,元/吨,本地 CSV (data/exchange_rates.csv)
1971-04,铜,copper,1251.5,美元/吨,2.4618,3080.94,元/吨,本地 CSV (data/exchange_rates.csv)
1971-05,铜,copper,1114.4,美元/吨,2.4618,2743.43,元/吨,本地 CSV (data/exchange_rates.csv)
1971-06,铜,copper,1074.2,美元/吨,2.4618,2644.47,元/吨,本地 CSV (data/exchange_rates.csv)
1971-07,铜,copper,1115.3,美元/吨,2.4618,2745.65,元/吨,本地 CSV (data/exchange_rates.csv)
1971-08,铜,copper,1097.9,美元/吨,2.2451,2464.9,元/吨,本地 CSV (data/exchange_rates.csv)
1971-09,铜,copper,1056.4,美元/吨,2.2451,2371.72,元/吨,本地 CSV (data/exchange_rates.csv)
1971-10,铜,copper,1041.2,美元/吨,2.2451,2337.6,元/吨,本地 CSV (data/exchange_rates.csv)
1971-11,铜,copper,1013.9,美元/吨,2.2451,2276.31,元/吨,本地 CSV (data/exchange_rates.csv)
1971-12,铜,copper,1037.9,美元/吨,2.2451,2330.19,元/吨,本地 CSV (data/exchange_rates.csv)
1972-01,铜,copper,1078.0,美元/吨,2.2451,2420.22,元/吨,本地 CSV (data/exchange_rates.csv)
1972-02,铜,copper,1112.4,美元/吨,2.2451,2497.45,元/吨,本地 CSV (data/exchange_rates.csv)
1972-03,铜,copper,1108.2,美元/吨,2.2451,2488.02,元/吨,本地 CSV (data/exchange_rates.csv)
1972-04,铜,copper,1133.0,美元/吨,2.2451,2543.7,元/吨,本地 CSV (data/exchange_rates.csv)
1972-05,铜,copper,1106.4,美元/吨,2.2451,2483.98,元/吨,本地 CSV (data/exchange_rates.csv)
1972-06,铜,copper,1063.2,美元/吨,2.2451,2386.99,元/吨,本地 CSV (data/exchange_rates.csv)
1972-07,铜,copper,1034.6,美元/吨,2.2451,2322.78,元/吨,本地 CSV (data/exchange_rates.csv)
1972-08,铜,copper,1046.7,美元/吨,1.989,2081.89,元/吨,本地 CSV (data/exchange_rates.csv)
1972-09,铜,copper,1060.6,美元/吨,1.989,2109.53,元/吨,本地 CSV (data/exchange_rates.csv)
1972-10,铜,copper,917.5,美元/吨,1.989,1824.91,元/吨,本地 CSV (data/exchange_rates.csv)
1972-11,铜,copper,1007.1,美元/吨,1.989,2003.12,元/吨,本地 CSV (data/exchange_rates.csv)
1972-12,铜,copper,1024.4,美元/吨,1.989,2037.53,元/吨,本地 CSV (data/exchange_rates.csv)
1973-01,铜,copper,1119.0,美元/吨,1.989,2225.69,元/吨,本地 CSV (data/exchange_rates.csv)
1973-02,铜,copper,1243.6,美元/吨,1.989,2473.52,元/吨,本地 CSV (data/exchange_rates.csv)
1973-03,铜,copper,1509.5,美元/吨,1.989,3002.4,元/吨,本地 CSV (data/exchange_rates.csv)
1973-04,铜,copper,1588.4,美元/吨,1.989,3159.33,元/吨,本地 CSV (data/exchange_rates.csv)
1973-05,铜,copper,1552.2,美元/吨,1.989,3087.33,元/吨,本地 CSV (data/exchange_rates.csv)
1973-06,铜,copper,1748.7,美元/吨,1.989,3478.16,元/吨,本地 CSV (data/exchange_rates.csv)
1973-07,铜,copper,2021.2,美元/吨,1.989,4020.17,元/吨,本地 CSV (data/exchange_rates.csv)
1973-08,铜,copper,2123.0,美元/吨,1.5083,3202.12,元/吨,本地 CSV (data/exchange_rates.csv)
1973-09,铜,copper,1936.1,美元/吨,1.5167,2936.48,元/吨,本地 CSV (data/exchange_rates.csv)
1973-10,铜,copper,2065.3,美元/吨,1.525,3149.58,元/吨,本地 CSV (data/exchange_rates.csv)
1973-11,铜,copper,2273.0,美元/吨,1.5333,3485.19,元/吨,本地 CSV (data/exchange_rates.csv)
1973-12,铜,copper,2244.3,美元/吨,1.5417,3460.04,元/吨,本地 CSV (data/exchange_rates.csv)
1974-01,铜,copper,2032.4,美元/吨,1.55,3150.22,元/吨,本地 CSV (data/exchange_rates.csv)
1974-02,铜,copper,2291.7,美元/吨,1.5583,3571.16,元/吨,本地 CSV (data/exchange_rates.csv)
1974-03,铜,copper,2743.4,美元/吨,1.5667,4298.08,元/吨,本地 CSV (data/exchange_rates.csv)
1974-04,铜,copper,3031.8,美元/吨,1.575,4775.09,元/吨,本地 CSV (data/exchange_rates.csv)
1974-05,铜,copper,2875.7,美元/吨,1.5833,4553.1,元/吨,本地 CSV (data/exchange_rates.csv)
1974-06,铜,copper,2440.0,美元/吨,1.5917,3883.75,元/吨,本地 CSV (data/exchange_rates.csv)
1974-07,铜,copper,1919.1,美元/吨,1.6,3070.56,元/吨,本地 CSV (data/exchange_rates.csv)
1974-08,铜,copper,1802.9,美元/吨,1.6083,2899.6,元/吨,本地 CSV (data/exchange_rates.csv)
1974-09,铜,copper,1460.5,美元/吨,1.6167,2361.19,元/吨,本地 CSV (data/exchange_rates.csv)
1974-10,铜,copper,1398.8,美元/吨,1.625,2273.05,元/吨,本地 CSV (data/exchange_rates.csv)
1974-11,铜,copper,1416.7,美元/吨,1.6333,2313.9,元/吨,本地 CSV (data/exchange_rates.csv)
1974-12,铜,copper,1289.0,美元/吨,1.6417,2116.15,元/吨,本地 CSV (data/exchange_rates.csv)
1975-01,铜,copper,1211.2,美元/吨,1.65,1998.48,元/吨,本地 CSV (data/exchange_rates.csv)
1975-02,铜,copper,1266.5,美元/吨,1.6583,2100.24,元/吨,本地 CSV (data/exchange_rates.csv)
1975-03,铜,copper,1344.2,美元/吨,1.6667,2240.38,元/吨,本地 CSV (data/exchange_rates.csv)
1975-04,铜,copper,1329.2,美元/吨,1.675,2226.41,元/吨,本地 CSV (data/exchange_rates.csv)
1975-05,铜,copper,1253.8,美元/吨,1.6833,2110.52,元/吨,本地 CSV (data/exchange_rates.csv)
1975-06,铜,copper,1193.0,美元/吨,1.6917,2018.2,元/吨,本地 CSV (data/exchange_rates.csv)
1975-07,铜,copper,1222.4,美元/吨,1.7,2078.08,元/吨,本地 CSV (data/exchange_rates.csv)
1975-08,铜,copper,1277.1,美元/吨,1.7083,2181.67,元/吨,本地 CSV (data/exchange_rates.csv)
1975-09,铜,copper,1210.1,美元/吨,1.7167,2077.38,元/吨,本地 CSV (data/exchange_rates.csv)
1975-10,铜,copper,1178.8,美元/吨,1.725,2033.43,元/吨,本地 CSV (data/exchange_rates.csv)
1975-11,铜,copper,1179.7,美元/吨,1.7333,2044.77,元/吨,本地 CSV (data/exchange_rates.csv)
1975-12,铜,copper,1151.0,美元/吨,1.7417,2004.7,元/吨,本地 CSV (data/exchange_rates.csv)
1976-01,铜,copper,1193.0,美元/吨,1.75,2087.75,元/吨,本地 CSV (data/exchange_rates.csv)
1976-02,铜,copper,1219.0,美元/吨,1.7583,2143.37,元/吨,本地 CSV (data/exchange_rates.csv)
1976-03,铜,copper,1329.0,美元/吨,1.7667,2347.94,元/吨,本地 CSV (data/exchange_rates.csv)
1976-04,铜,copper,1510.0,美元/吨,1.775,2680.25,元/吨,本地 CSV (data/exchange_rates.csv)
1976-05,铜,copper,1512.0,美元/吨,1.7833,2696.35,元/吨,本地 CSV (data/exchange_rates.csv)
1976-06,铜,copper,1550.0,美元/吨,1.7917,2777.14,元/吨,本地 CSV (data/exchange_rates.csv)
1976-07,铜,copper,1647.0,美元/吨,1.8,2964.6,元/吨,本地 CSV (data/exchange_rates.csv)
1976-08,铜,copper,1539.0,美元/吨,1.8083,2782.97,元/吨,本地 CSV (data/exchange_rates.csv)
1976-09,铜,copper,1459.0,美元/吨,1.8167,2650.57,元/吨,本地 CSV (data/exchange_rates.csv)
1976-10,铜,copper,1285.0,美元/吨,1.825,2345.12,元/吨,本地 CSV (data/exchange_rates.csv)
1976-11,铜,copper,1279.0,美元/吨,1.8333,2344.79,元/吨,本地 CSV (data/exchange_rates.csv)
1976-12,铜,copper,1287.0,美元/吨,1.8417,2370.27,元/吨,本地 CSV (data/exchange_rates.csv)
1977-01,铜,copper,1396.0,美元/吨,1.85,2582.6,元/吨,本地 CSV (data/exchange_rates.csv)
1977-02,铜,copper,1426.0,美元/吨,1.8583,2649.94,元/吨,本地 CSV (data/exchange_rates.csv)
1977-03,铜,copper,1515.0,美元/吨,1.8667,2828.05,元/吨,本地 CSV (data/exchange_rates.csv)
1977-04,铜,copper,1429.0,美元/吨,1.875,2679.38,元/吨,本地 CSV (data/exchange_rates.csv)
1977-05,铜,copper,1371.0,美元/吨,1.8833,2582.0,元/吨,本地 CSV (data/exchange_rates.csv)
1977-06,铜,copper,1312.0,美元/吨,1.8917,2481.91,元/吨,本地 CSV (data/exchange_rates.csv)
1977-07,铜,copper,1248.0,美元/吨,1.9,2371.2,元/吨,本地 CSV (data/exchange_rates.csv)
1977-08,铜,copper,1160.0,美元/吨,1.9083,2213.63,元/吨,本地 CSV (data/exchange_rates.csv)
1977-09,铜,copper,1195.0,美元/吨,1.9167,2290.46,元/吨,本地 CSV (data/exchange_rates.csv)
1977-10,铜,copper,1210.0,美元/吨,1.925,2329.25,元/吨,本地 CSV (data/exchange_rates.csv)
1977-11,铜,copper,1182.0,美元/吨,1.9333,2285.16,元/吨,本地 CSV (data/exchange_rates.csv)
1977-12,铜,copper,1261.0,美元/吨,1.9417,2448.48,元/吨,本地 CSV (data/exchange_rates.csv)
1978-01,铜,copper,1261.0,美元/吨,1.95,2458.95,元/吨,本地 CSV (data/exchange_rates.csv)
1978-02,铜,copper,1217.0,美元/吨,1.9583,2383.25,元/吨,本地 CSV (data/exchange_rates.csv)
1978-03,铜,copper,1254.0,美元/吨,1.9667,2466.24,元/吨,本地 CSV (data/exchange_rates.csv)
1978-04,铜,copper,1285.0,美元/吨,1.975,2537.88,元/吨,本地 CSV (data/exchange_rates.csv)
1978-05,铜,copper,1303.0,美元/吨,1.9833,2584.24,元/吨,本地 CSV (data/exchange_rates.csv)
1978-06,铜,copper,1333.0,美元/吨,1.9917,2654.94,元/吨,本地 CSV (data/exchange_rates.csv)
1978-07,铜,copper,1337.0,美元/吨,2.0,2674.0,元/吨,本地 CSV (data/exchange_rates.csv)
1978-08,铜,copper,1426.0,美元/吨,2.0083,2863.84,元/吨,本地 CSV (data/exchange_rates.csv)
1978-09,铜,copper,1442.0,美元/吨,2.0167,2908.08,元/吨,本地 CSV (data/exchange_rates.csv)
1978-10,铜,copper,1506.0,美元/吨,2.025,3049.65,元/吨,本地 CSV (data/exchange_rates.csv)
1978-11,铜,copper,1481.0,美元/吨,2.0333,3011.32,元/吨,本地 CSV (data/exchange_rates.csv)
1978-12,铜,copper,1533.0,美元/吨,2.0417,3129.93,元/吨,本地 CSV (data/exchange_rates.csv)
1979-01,铜,copper,1659.0,美元/吨,2.05,3400.95,元/吨,本地 CSV (data/exchange_rates.csv)
1979-02,铜,copper,1944.0,美元/吨,2.0583,4001.34,元/吨,本地 CSV (data/exchange_rates.csv)
1979-03,铜,copper,2050.0,美元/吨,2.0667,4236.73,元/吨,本地 CSV (data/exchange_rates.csv)
1979-04,铜,copper,2100.0,美元/吨,2.075,4357.5,元/吨,本地 CSV (data/exchange_rates.csv)
1979-05,铜,copper,1926.0,美元/吨,2.0833,4012.44,元/吨,本地 CSV (data/exchange_rates.csv)
1979-06,铜,copper,1877.9,美元/吨,2.0917,3928.0,元/吨,本地 CSV (data/exchange_rates.csv)
1979-07,铜,copper,1814.0,美元/吨,2.1,3809.4,元/吨,本地 CSV (data/exchange_rates.csv)
1979-08,铜,copper,1976.4,美元/吨,2.1083,4166.84,元/吨,本地 CSV (data/exchange_rates.csv)
1979-09,铜,copper,2095.9,美元/吨,2.1167,4436.39,元/吨,本地 CSV (data/exchange_rates.csv)
1979-10,铜,copper,2075.9,美元/吨,2.125,4411.29,元/吨,本地 CSV (data/exchange_rates.csv)
1979-11,铜,copper,2090.0,美元/吨,2.1333,4458.6,元/吨,本地 CSV (data/exchange_rates.csv)
1979-12,铜,copper,2214.0,美元/吨,2.1417,4741.72,元/吨,本地 CSV (data/exchange_rates.csv)
1980-01,铜,copper,2601.0,美元/吨,2.15,5592.15,元/吨,本地 CSV (data/exchange_rates.csv)
1980-02,铜,copper,2918.0,美元/吨,2.1583,6297.92,元/吨,本地 CSV (data/exchange_rates.csv)
1980-03,铜,copper,2306.0,美元/吨,2.1667,4996.41,元/吨,本地 CSV (data/exchange_rates.csv)
1980-04,铜,copper,2070.0,美元/吨,2.175,4502.25,元/吨,本地 CSV (data/exchange_rates.csv)
1980-05,铜,copper,2037.0,美元/吨,2.1833,4447.38,元/吨,本地 CSV (data/exchange_rates.csv)
1980-06,铜,copper,2006.0,美元/吨,2.1917,4396.55,元/吨,本地 CSV (data/exchange_rates.csv)
