month,metal_cn,metal_en,price_cny,unit_cny,change_1m,change_3m,change_6m,change_12m,status_label,is_large_move,needs_review
2011-12,铜,copper,52642.12,元/吨,-0.45,-9.52,-17.78,-19.67,变化不大,False,False
2012-01,铜,copper,55808.9,元/吨,6.02,7.94,-17.9,-18.28,上涨明显,False,False
2012-02,铜,copper,58447.19,元/吨,4.73,10.53,-7.59,-16.92,温和上涨,False,False
2012-03,铜,copper,58505.14,元/吨,0.1,11.14,0.56,-13.45,持续上涨,False,False
2012-04,铜,copper,57110.37,元/吨,-2.38,2.33,10.46,-15.21,小幅回落,False,False
2012-05,铜,copper,54673.54,元/吨,-4.27,-6.46,3.39,-13.79,小幅回落,False,False
2012-06,铜,copper,50886.29,元/吨,-6.93,-13.02,-3.34,-20.52,下跌明显,False,False
2012-07,铜,copper,51861.17,元/吨,1.92,-9.19,-7.07,-23.71,温和上涨,False,False
2012-08,铜,copper,51261.93,元/吨,-1.16,-6.24,-12.29,-18.95,小幅回落,False,False
2012-09,铜,copper,55026.56,元/吨,7.34,8.14,-5.95,-5.42,上涨明显,False,False
2012-10,铜,copper,54712.97,元/吨,-0.57,5.5,-4.2,5.82,变化不大,False,False
2012-11,铜,copper,52199.63,元/吨,-4.59,1.83,-4.52,-1.29,小幅回落,False,False
2012-12,铜,copper,53791.33,元/吨,3.05,-2.24,5.71,2.18,温和上涨,False,False
2013-01,铜,copper,54198.97,元/吨,0.76,-0.94,4.51,-2.88,变化不大,False,False
2013-02,铜,copper,54151.72,元/吨,-0.09,3.74,5.64,-7.35,变化不大,False,False
2013-03,铜,copper,51230.74,元/吨,-5.39,-4.76,-6.9,-12.43,下跌明显,False,False
2013-04,铜,copper,48350.31,元/吨,-5.62,-10.79,-11.63,-15.34,下跌明显,False,False
2013-05,铜,copper,48326.74,元/吨,-0.05,-10.76,-7.42,-11.61,持续下跌,False,False
2013-06,铜,copper,46546.0,元/吨,-3.68,-9.14,-13.47,-8.53,持续下跌,False,False
2013-07,铜,copper,45804.84,元/吨,-1.59,-5.26,-15.49,-11.68,持续下跌,False,False
2013-08,铜,copper,47579.73,元/吨,3.87,-1.55,-12.14,-7.18,温和上涨,False,False
2013-09,铜,copper,47234.72,元/吨,-0.73,1.48,-7.8,-14.16,变化不大,False,False
2013-10,铜,copper,47399.47,元/吨,0.35,3.48,-1.97,-13.37,变化不大,False,False
2013-11,铜,copper,46406.8,元/吨,-2.09,-2.47,-3.97,-11.1,小幅回落,False,False
2013-12,铜,copper,47230.18,元/吨,1.77,-0.01,1.47,-12.2,温和上涨,False,False
2014-01,铜,copper,47606.01,元/吨,0.8,0.44,3.93,-12.16,变化不大,False,False
2014-02,铜,copper,46554.23,元/吨,-2.21,0.32,-2.16,-14.03,小幅回落,False,False
2014-03,铜,copper,43190.01,元/吨,-7.23,-8.55,-8.56,-15.7,下跌明显,False,False
2014-04,铜,copper,43227.98,元/吨,0.09,-9.2,-8.8,-10.59,变化不大,False,False
2014-05,铜,copper,44518.77,元/吨,2.99,-4.37,-4.07,-7.88,温和上涨,False,False
2014-06,铜,copper,43949.97,元/吨,-1.28,1.76,-6.95,-5.58,小幅回落,False,False
2014-07,铜,copper,45710.58,元/吨,4.01,5.74,-3.98,-0.21,温和上涨,False,False
2014-08,铜,copper,44873.39,元/吨,-1.83,0.8,-3.61,-5.69,小幅回落,False,False
2014-09,铜,copper,43925.17,元/吨,-2.11,-0.06,1.7,-7.01,小幅回落,False,False
2014-10,铜,copper,42948.07,元/吨,-2.22,-6.04,-0.65,-9.39,持续下跌,False,False
2014-11,铜,copper,42675.6,元/吨,-0.63,-4.9,-4.14,-8.04,持续下跌,False,False
2014-12,铜,copper,40871.78,元/吨,-4.23,-6.95,-7.0,-13.46,持续下跌,False,False
2015-01,铜,copper,36866.5,元/吨,-9.8,-14.16,-19.35,-22.56,下跌明显,True,False
2015-02,铜,copper,36127.63,元/吨,-2.0,-15.34,-19.49,-22.4,持续下跌,False,False
2015-03,铜,copper,37352.8,元/吨,3.39,-8.61,-14.96,-13.52,温和上涨,False,False
2015-04,铜,copper,37892.97,元/吨,1.45,2.78,-11.77,-12.34,温和上涨,False,False
2015-05,铜,copper,39369.44,元/吨,3.9,8.97,-7.75,-11.57,持续上涨,False,False
2015-06,铜,copper,36381.65,元/吨,-7.59,-2.6,-10.99,-17.22,下跌明显,False,False
2015-07,铜,copper,33940.99,元/吨,-6.71,-10.43,-7.94,-25.75,下跌明显,False,False
2015-08,铜,copper,34045.27,元/吨,0.31,-13.52,-5.76,-24.13,变化不大,False,False
2015-09,铜,copper,34642.54,元/吨,1.75,-4.78,-7.26,-21.13,温和上涨,False,False
2015-10,铜,copper,34634.84,元/吨,-0.02,2.04,-8.6,-19.36,变化不大,False,False
2015-11,铜,copper,31871.34,元/吨,-7.98,-6.39,-19.05,-25.32,下跌明显,False,False
2015-12,铜,copper,30801.83,元/吨,-3.36,-11.09,-15.34,-24.64,持续下跌,False,False
2016-01,铜,copper,29692.69,元/吨,-3.6,-14.27,-12.52,-19.46,持续下跌,False,False
2016-02,铜,copper,30534.84,元/吨,2.84,-4.19,-10.31,-15.48,温和上涨,False,False
2016-03,铜,copper,32893.23,元/吨,7.72,6.79,-5.05,-11.94,上涨明显,False,False
2016-04,铜,copper,32354.99,元/吨,-1.64,8.97,-6.58,-14.61,小幅回落,False,False
2016-05,铜,copper,31171.75,元/吨,-3.66,2.09,-2.2,-20.82,小幅回落,False,False
2016-06,铜,copper,30822.68,元/吨,-1.12,-6.29,0.07,-15.28,持续下跌,False,False
2016-07,铜,copper,32302.94,元/吨,4.8,-0.16,8.79,-4.83,温和上涨,False,False
2016-08,铜,copper,32073.77,元/吨,-0.71,2.89,5.04,-5.79,变化不大,False,False
2016-09,铜,copper,31874.85,元/吨,-0.62,3.41,-3.1,-7.99,变化不大,False,False
2016-10,铜,copper,31936.01,元/吨,0.19,-1.14,-1.29,-7.79,变化不大,False,False
2016-11,铜,copper,36793.78,元/吨,15.21,14.72,18.04,15.44,上涨明显,True,True
2016-12,铜,copper,38207.36,元/吨,3.84,19.87,23.96,24.04,持续上涨,False,False
2017-01,铜,copper,38843.28,元/吨,1.66,21.63,20.25,30.82,持续上涨,False,False
2017-02,铜,copper,40101.14,元/吨,3.24,8.99,25.03,31.33,持续上涨,False,False
2017-03,铜,copper,39316.25,元/吨,-1.96,2.9,23.35,19.53,小幅回落,False,False
2017-04,铜,copper,38366.32,元/吨,-2.42,-1.23,20.14,18.58,小幅回落,False,False
2017-05,铜,copper,37797.03,元/吨,-1.48,-5.75,2.73,21.25,持续下跌,False,False
2017-06,铜,copper,38608.38,元/吨,2.15,-1.8,1.05,25.26,温和上涨,False,False
2017-07,铜,copper,40399.56,元/吨,4.64,5.3,4.01,25.06,温和上涨,False,False
2017-08,铜,copper,42934.87,元/吨,6.28,13.59,7.07,33.86,上涨明显,False,False
2017-09,铜,copper,43540.87,元/吨,1.41,12.78,10.75,36.6,持续上涨,False,False
2017-10,铜,copper,45066.31,元/吨,3.5,11.55,17.46,41.11,持续上涨,False,False
2017-11,铜,copper,45191.76,元/吨,0.28,5.26,19.56,22.82,持续上涨,False,False
2017-12,铜,copper,45240.35,元/吨,0.11,3.9,17.18,18.41,持续上涨,False,False
2018-01,铜,copper,46775.93,元/吨,3.39,3.79,15.78,20.42,持续上涨,False,False
2018-02,铜,copper,46383.16,元/吨,-0.84,2.64,8.03,15.67,变化不大,False,False
2018-03,铜,copper,45010.57,元/吨,-2.96,-0.51,3.38,14.48,小幅回落,False,False
2018-04,铜,copper,45357.0,元/吨,0.77,-3.03,0.64,18.22,变化不大,False,False
2018-05,铜,copper,45183.29,元/吨,-0.38,-2.59,-0.02,19.54,变化不大,False,False
2018-06,铜,copper,46113.99,元/吨,2.06,2.45,1.93,19.44,温和上涨,False,False
2018-07,铜,copper,41379.97,元/吨,-10.27,-8.77,-11.54,2.43,下跌明显,True,False
2018-08,铜,copper,41449.69,元/吨,0.17,-8.26,-10.64,-3.46,变化不大,False,False
2018-09,铜,copper,41447.71,元/吨,-0.0,-10.12,-7.92,-4.81,变化不大,False,False
2018-10,铜,copper,42604.19,元/吨,2.79,2.96,-6.07,-5.46,温和上涨,False,False
2018-11,铜,copper,42442.05,元/吨,-0.38,2.39,-6.07,-6.08,变化不大,False,False
2018-12,铜,copper,41615.94,元/吨,-1.95,0.41,-9.75,-8.01,小幅回落,False,False
2019-01,铜,copper,40682.83,元/吨,-2.24,-4.51,-1.68,-13.03,持续下跌,False,False
2019-02,铜,copper,43032.35,元/吨,5.78,1.39,3.82,-7.22,上涨明显,False,False
2019-03,铜,copper,43981.51,元/吨,2.21,5.68,6.11,-2.29,温和上涨,False,False
2019-04,铜,copper,43974.0,元/吨,-0.02,8.09,3.22,-3.05,变化不大,False,False
2019-05,铜,copper,41102.26,元/吨,-6.53,-4.49,-3.16,-9.03,下跌明显,False,False
2019-06,铜,copper,40175.63,元/吨,-2.25,-8.65,-3.46,-12.88,持续下跌,False,False
2019-07,铜,copper,40578.4,元/吨,1.0,-7.72,-0.26,-1.94,温和上涨,False,False
2019-08,铜,copper,40080.27,元/吨,-1.23,-2.49,-6.86,-3.3,小幅回落,False,False
2019-09,铜,copper,40429.93,元/吨,0.87,0.63,-8.08,-2.46,变化不大,False,False
2019-10,铜,copper,40416.25,元/吨,-0.03,-0.4,-8.09,-5.14,变化不大,False,False
2019-11,铜,copper,41136.85,元/吨,1.78,2.64,0.08,-3.08,温和上涨,False,False
2019-12,铜,copper,42660.96,元/吨,3.7,5.52,6.19,2.51,温和上涨,False,False
2020-01,铜,copper,42339.09,元/吨,-0.75,4.76,4.34,4.07,变化不大,False,False
2020-02,铜,copper,40098.64,元/吨,-5.29,-2.52,0.05,-6.82,下跌明显,False,False
2020-03,铜,copper,36537.54,元/吨,-8.88,-14.35,-9.63,-16.93,下跌明显,True,False
2020-04,铜,copper,35658.69,元/吨,-2.41,-15.78,-11.77,-18.91,持续下跌,False,False
2020-05,铜,copper,36940.8,元/吨,3.6,-7.88,-10.2,-10.12,温和上涨,False,False
2020-06,铜,copper,40569.93,元/吨,9.82,11.04,-4.9,0.98,上涨明显,True,False
2020-07,铜,copper,44925.84,元/吨,10.74,25.99,6.11,10.71,上涨明显,True,False
2020-08,铜,copper,42568.06,元/吨,-5.25,15.23,6.16,6.21,下跌明显,False,False
2020-09,铜,copper,43917.09,元/吨,3.17,8.25,20.2,8.63,温和上涨,False,False
2020-10,铜,copper,43975.46,元/吨,0.13,-2.12,23.32,8.81,变化不大,False,False
2020-11,铜,copper,46301.36,元/吨,5.29,8.77,25.34,12.55,上涨明显,False,False
2020-12,铜,copper,50908.17,元/吨,9.95,15.92,25.48,19.33,上涨明显,True,False
2021-01,铜,copper,52217.58,元/吨,2.57,18.74,16.23,23.33,持续上涨,False,False
2021-02,铜,copper,54806.98,元/吨,4.96,18.37,28.75,36.68,持续上涨,False,False
2021-03,铜,copper,58153.98,元/吨,6.11,14.23,32.42,59.16,上涨明显,False,False
2021-04,铜,copper,60331.59,元/吨,3.74,15.54,37.19,69.19,持续上涨,False,False
2021-05,铜,copper,65747.95,元/吨,8.98,19.96,42.0,77.98,上涨明显,True,False
2021-06,铜,copper,62315.81,元/吨,-5.22,7.16,22.41,53.6,下跌明显,False,False
2021-07,铜,copper,61146.81,元/吨,-1.88,1.35,17.1,36.11,小幅回落,False,False
2021-08,铜,copper,59687.79,元/吨,-2.39,-9.22,8.91,40.22,持续下跌,False,False
2021-09,铜,copper,59398.4,元/吨,-0.48,-4.68,2.14,35.25,持续下跌,False,False
2021-10,铜,copper,62612.13,元/吨,5.41,2.4,3.78,42.38,上涨明显,False,False
2021-11,铜,copper,61973.09,元/吨,-1.02,3.83,-5.74,33.85,小幅回落,False,False
2021-12,铜,copper,60841.02,元/吨,-1.83,2.43,-2.37,19.51,小幅回落,False,False
2022-01,铜,copper,62313.51,元/吨,2.42,-0.48,1.91,19.33,温和上涨,False,False
2022-02,铜,copper,65127.76,元/吨,4.52,5.09,9.11,18.83,温和上涨,False,False
2022-03,铜,copper,67012.33,元/吨,2.89,10.14,12.82,15.23,持续上涨,False,False
2022-04,铜,copper,66557.04,元/吨,-0.68,6.81,6.3,10.32,变化不大,False,False
2022-05,铜,copper,61420.33,元/吨,-7.72,-5.69,-0.89,-6.58,下跌明显,False,False
2022-06,铜,copper,59110.21,元/吨,-3.76,-11.79,-2.84,-5.14,持续下跌,False,False
2022-07,铜,copper,49418.51,元/吨,-16.4,-25.75,-20.69,-19.18,下跌明显,True,True
2022-08,铜,copper,55713.24,元/吨,12.74,-9.29,-14.46,-6.66,上涨明显,True,False
2022-09,铜,copper,54067.15,元/吨,-2.95,-8.53,-19.32,-8.98,小幅回落,False,False
2022-10,铜,copper,53404.54,元/吨,-1.23,8.07,-19.76,-14.71,小幅回落,False,False
2022-11,铜,copper,56188.02,元/吨,5.21,0.85,-8.52,-9.33,上涨明显,False,False
2022-12,铜,copper,58460.29,元/吨,4.04,8.13,-1.1,-3.91,温和上涨,False,False
2023-01,铜,copper,63084.89,元/吨,7.91,18.13,27.65,1.24,上涨明显,False,False
2023-02,铜,copper,63449.79,元/吨,0.58,12.92,13.89,-2.58,持续上涨,False,False
2023-03,铜,copper,62879.8,元/吨,-0.9,7.56,16.3,-6.17,变化不大,False,False
2023-04,铜,copper,62546.88,元/吨,-0.53,-0.85,17.12,-6.03,变化不大,False,False
2023-05,铜,copper,58344.04,元/吨,-6.72,-8.05,3.84,-5.01,下跌明显,False,False
2023-06,铜,copper,59615.29,元/吨,2.18,-5.19,1.98,0.85,温和上涨,False,False
2023-07,铜,copper,60184.43,元/吨,0.95,-3.78,-4.6,21.79,变化不大,False,False
2023-08,铜,copper,60113.74,元/吨,-0.12,3.03,-5.26,7.9,变化不大,False,False
2023-09,铜,copper,59592.31,元/吨,-0.87,-0.04,-5.23,10.22,变化不大,False,False
2023-10,铜,copper,57147.7,元/吨,-4.1,-5.05,-8.63,7.01,持续下跌,False,False
2023-11,铜,copper,58965.05,元/吨,3.18,-1.91,1.06,4.94,温和上涨,False,False
2023-12,铜,copper,60479.57,元/吨,2.57,1.49,1.45,3.45,温和上涨,False,False
2024-01,铜,copper,60039.94,元/吨,-0.73,5.06,-0.24,-4.83,变化不大,False,False
2024-02,铜,copper,60210.89,元/吨,0.28,2.11,0.16,-5.1,变化不大,False,False
2024-03,铜,copper,62996.19,元/吨,4.63,4.16,5.71,0.19,温和上涨,False,False
2024-04,铜,copper,68617.12,元/吨,8.92,14.29,20.07,9.71,上涨明显,True,False
2024-05,铜,copper,73510.14,元/吨,7.13,22.09,24.67,25.99,上涨明显,False,False
2024-06,铜,copper,69949.23,元/吨,-4.84,11.04,15.66,17.33,小幅回落,False,False
2024-07,铜,copper,68043.5,元/吨,-2.72,-0.84,13.33,13.06,小幅回落,False,False
2024-08,铜,copper,65315.87,元/吨,-4.01,-11.15,8.48,8.65,持续下跌,False,False
2024-09,铜,copper,67248.85,元/吨,2.96,-3.86,6.75,12.85,温和上涨,False,False
2024-10,铜,copper,69407.45,元/吨,3.21,2.0,1.15,21.45,温和上涨,False,False
2024-11,铜,copper,66071.31,元/吨,-4.81,1.16,-10.12,12.05,小幅回落,False,False
2024-12,铜,copper,64910.81,元/吨,-1.76,-3.48,-7.2,7.33,小幅回落,False,False
2025-01,铜,copper,65457.46,元/吨,0.84,-5.69,-3.8,9.02,变化不大,False,False
2025-02,铜,copper,66993.71,元/吨,2.35,1.4,2.57,11.27,温和上涨,False,False
2025-03,铜,copper,69930.9,元/吨,4.38,7.73,3.99,11.01,持续上涨,False,False
2025-04,铜,copper,65889.42,元/吨,-5.78,0.66,-5.07,-3.98,下跌明显,False,False
2025-05,铜,copper,68446.8,元/吨,3.88,2.17,3.6,-6.89,温和上涨,False,False
2025-06,铜,copper,70615.8,元/吨,3.17,0.98,8.79,0.95,温和上涨,False,False
2025-07,铜,copper,70152.76,元/吨,-0.66,6.47,7.17,3.1,变化不大,False,False
2025-08,铜,copper,69620.83,元/吨,-0.76,1.72,3.92,6.59,变化不大,False,False
2025-09,铜,copper,71883.29,元/吨,3.25,1.79,2.79,6.89,温和上涨,False,False
2025-10,铜,copper,77327.35,元/吨,7.57,10.23,17.36,11.41,上涨明显,False,False
2025-11,铜,copper,77846.62,元/吨,0.67,11.82,13.73,17.82,持续上涨,False,False
2025-12,铜,copper,84853.8,元/吨,9.0,18.04,20.16,30.72,上涨明显,True,False
2026-01,铜,copper,93686.4,元/吨,10.41,21.16,33.55,43.13,上涨明显,True,False
2026-02,铜,copper,93249.72,元/吨,-0.47,19.79,33.94,39.19,变化不大,False,False
2026-03,铜,copper,90206.71,元/吨,-3.26,6.31,25.49,28.99,小幅回落,False,False
2026-04,铜,copper,93246.91,元/吨,3.37,-0.47,20.59,41.52,温和上涨,False,False
2026-05,铜,copper,97510.97,元/吨,4.57,4.57,25.26,42.46,温和上涨,False,False
1960-01,黄金,gold,2.79,元/克,,,,,数据不足,False,False
1960-02,黄金,gold,2.79,元/克,0.0,,,,变化不大,False,False
1960-03,黄金,gold,2.79,元/克,0.0,,,,变化不大,False,False
1960-04,黄金,gold,2.79,元/克,0.0,0.0,,,变化不大,False,False
1960-05,黄金,gold,2.79,元/克,0.0,0.0,,,变化不大,False,False
1960-06,黄金,gold,2.79,元/克,0.0,0.0,,,变化不大,False,False
1960-07,黄金,gold,2.79,元/克,0.0,0.0,0.0,,变化不大,False,False
1960-08,黄金,gold,2.79,元/克,0.0,0.0,0.0,,变化不大,False,False
1960-09,黄金,gold,2.79,元/克,0.0,0.0,0.0,,变化不大,False,False
1960-10,黄金,gold,2.79,元/克,0.0,0.0,0.0,,变化不大,False,False
1960-11,黄金,gold,2.79,元/克,0.0,0.0,0.0,,变化不大,False,False
1960-12,黄金,gold,2.79,元/克,0.0,0.0,0.0,,变化不大,False,False
1961-01,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1961-02,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1961-03,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1961-04,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1961-05,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1961-06,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1961-07,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1961-08,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1961-09,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1961-10,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1961-11,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1961-12,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1962-01,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1962-02,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1962-03,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1962-04,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1962-05,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1962-06,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1962-07,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1962-08,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1962-09,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1962-10,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1962-11,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1962-12,黄金,gold,2.79,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1963-01,黄金,gold,2.78,元/克,-0.36,-0.36,-0.36,-0.36,变化不大,False,False
1963-02,黄金,gold,2.78,元/克,0.0,-0.36,-0.36,-0.36,变化不大,False,False
1963-03,黄金,gold,2.78,元/克,0.0,-0.36,-0.36,-0.36,变化不大,False,False
1963-04,黄金,gold,2.78,元/克,0.0,0.0,-0.36,-0.36,变化不大,False,False
1963-05,黄金,gold,2.78,元/克,0.0,0.0,-0.36,-0.36,变化不大,False,False
1963-06,黄金,gold,2.78,元/克,0.0,0.0,-0.36,-0.36,变化不大,False,False
1963-07,黄金,gold,2.78,元/克,0.0,0.0,0.0,-0.36,变化不大,False,False
1963-08,黄金,gold,2.78,元/克,0.0,0.0,0.0,-0.36,变化不大,False,False
1963-09,黄金,gold,2.78,元/克,0.0,0.0,0.0,-0.36,变化不大,False,False
1963-10,黄金,gold,2.78,元/克,0.0,0.0,0.0,-0.36,变化不大,False,False
1963-11,黄金,gold,2.78,元/克,0.0,0.0,0.0,-0.36,变化不大,False,False
1963-12,黄金,gold,2.78,元/克,0.0,0.0,0.0,-0.36,变化不大,False,False
1964-01,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1964-02,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1964-03,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1964-04,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1964-05,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1964-06,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1964-07,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1964-08,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1964-09,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1964-10,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1964-11,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1964-12,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1965-01,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1965-02,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1965-03,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1965-04,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1965-05,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1965-06,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1965-07,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1965-08,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1965-09,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1965-10,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1965-11,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1965-12,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1966-01,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1966-02,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1966-03,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1966-04,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1966-05,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1966-06,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1966-07,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1966-08,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1966-09,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1966-10,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1966-11,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1966-12,黄金,gold,2.78,元/克,0.0,0.0,0.0,0.0,变化不大,False,False
1967-01,黄金,gold,2.77,元/克,-0.36,-0.36,-0.36,-0.36,变化不大,False,False
1967-02,黄金,gold,2.77,元/克,0.0,-0.36,-0.36,-0.36,变化不大,False,False
1967-03,黄金,gold,2.77,元/克,0.0,-0.36,-0.36,-0.36,变化不大,False,False
1967-04,黄金,gold,2.77,元/克,0.0,0.0,-0.36,-0.36,变化不大,False,False
1967-05,黄金,gold,2.77,元/克,0.0,0.0,-0.36,-0.36,变化不大,False,False
1967-06,黄金,gold,2.77,元/克,0.0,0.0,-0.36,-0.36,变化不大,False,False
1967-07,黄金,gold,2.77,元/克,0.0,0.0,0.0,-0.36,变化不大,False,False
1967-08,黄金,gold,2.77,元/克,0.0,0.0,0.0,-0.36,变化不大,False,False
1967-09,黄金,gold,2.77,元/克,0.0,0.0,0.0,-0.36,变化不大,False,False
1967-10,黄金,gold,2.77,元/克,0.0,0.0,0.0,-0.36,变化不大,False,False
1967-11,黄金,gold,2.77,元/克,0.0,0.0,0.0,-0.36,变化不大,False,False
1967-12,黄金,gold,2.77,元/克,0.0,0.0,0.0,-0.36,变化不大,False,False
1968-01,黄金,gold,2.81,元/克,1.44,1.44,1.44,1.44,温和上涨,False,False
1968-02,黄金,gold,2.85,元/克,1.42,2.89,2.89,2.89,温和上涨,False,False
1968-03,黄金,gold,2.93,元/克,2.81,5.78,5.78,5.78,持续上涨,False,False
1968-04,黄金,gold,3.0,元/克,2.39,6.76,8.3,8.3,持续上涨,False,False
1968-05,黄金,gold,3.22,元/克,7.33,12.98,16.25,16.25,上涨明显,False,False
1968-06,黄金,gold,3.26,元/克,1.24,11.26,17.69,17.69,持续上涨,False,False
1968-07,黄金,gold,3.12,元/克,-4.29,4.0,11.03,12.64,小幅回落,False,False
1968-08,黄金,gold,3.1,元/克,-0.64,-3.73,8.77,11.91,变化不大,False,False
1968-09,黄金,gold,3.18,元/克,2.58,-2.45,8.53,14.8,温和上涨,False,False
1968-10,黄金,gold,3.1,元/克,-2.52,-0.64,3.33,11.91,小幅回落,False,False
1968-11,黄金,gold,3.15,元/克,1.61,1.61,-2.17,13.72,温和上涨,False,False
1968-12,黄金,gold,3.25,元/克,3.17,2.2,-0.31,17.33,温和上涨,False,False
1969-01,黄金,gold,3.35,元/克,3.08,8.06,7.37,19.22,持续上涨,False,False
1969-02,黄金,gold,3.37,元/克,0.6,6.98,8.71,18.25,持续上涨,False,False
1969-03,黄金,gold,3.42,元/克,1.48,5.23,7.55,16.72,持续上涨,False,False
1969-04,黄金,gold,3.43,元/克,0.29,2.39,10.65,14.33,持续上涨,False,False
1969-05,黄金,gold,3.44,元/克,0.29,2.08,9.21,6.83,持续上涨,False,False
1969-06,黄金,gold,3.28,元/克,-4.65,-4.09,0.92,0.61,小幅回落,False,False
1969-07,黄金,gold,3.31,元/克,0.91,-3.5,-1.19,6.09,变化不大,False,False
1969-08,黄金,gold,3.25,元/克,-1.81,-5.52,-3.56,4.84,小幅回落,False,False
1969-09,黄金,gold,3.23,元/克,-0.62,-1.52,-5.56,1.57,变化不大,False,False
1969-10,黄金,gold,3.2,元/克,-0.93,-3.32,-6.71,3.23,持续下跌,False,False
1969-11,黄金,gold,2.96,元/克,-7.5,-8.92,-13.95,-6.03,下跌明显,False,False
1969-12,黄金,gold,2.78,元/克,-6.08,-13.93,-15.24,-14.46,下跌明显,False,False
