month,metal_cn,metal_en,price_cny,unit_cny,change_1m,change_3m,change_6m,change_12m,status_label,is_large_move,needs_review
1960-01,铜,copper,1761.17,元/吨,,,,,数据不足,False,False
1960-02,铜,copper,1792.66,元/吨,1.79,,,,温和上涨,False,False
1960-03,铜,copper,1686.19,元/吨,-5.94,,,,下跌明显,False,False
1960-04,铜,copper,1780.15,元/吨,5.57,1.08,,,上涨明显,False,False
1960-05,铜,copper,1685.72,元/吨,-5.3,-5.97,,,下跌明显,False,False
1960-06,铜,copper,1702.56,元/吨,1.0,0.97,,,变化不大,False,False
1960-07,铜,copper,1729.14,元/吨,1.56,-2.87,-1.82,,温和上涨,False,False
1960-08,铜,copper,1664.03,元/吨,-3.77,-1.29,-7.18,,小幅回落,False,False
1960-09,铜,copper,1592.93,元/吨,-4.27,-6.44,-5.53,,小幅回落,False,False
1960-10,铜,copper,1508.25,元/吨,-5.32,-12.77,-15.27,,下跌明显,False,False
1960-11,铜,copper,1580.8,元/吨,4.81,-5.0,-6.22,,温和上涨,False,False
1960-12,铜,copper,1567.95,元/吨,-0.81,-1.57,-7.91,,变化不大,False,False
1961-01,铜,copper,1493.6,元/吨,-4.74,-0.97,-13.62,-15.19,小幅回落,False,False
1961-02,铜,copper,1518.02,元/吨,1.64,-3.97,-8.77,-15.32,温和上涨,False,False
1961-03,铜,copper,1529.42,元/吨,0.75,-2.46,-3.99,-9.3,变化不大,False,False
1961-04,铜,copper,1555.46,元/吨,1.7,4.14,3.13,-12.62,持续上涨,False,False
1961-05,铜,copper,1645.57,元/吨,5.79,8.4,4.1,-2.38,上涨明显,False,False
1961-06,铜,copper,1605.39,元/吨,-2.44,4.97,2.39,-5.71,小幅回落,False,False
1961-07,铜,copper,1559.28,元/吨,-2.87,0.25,4.4,-9.82,小幅回落,False,False
1961-08,铜,copper,1566.86,元/吨,0.49,-4.78,3.22,-5.84,变化不大,False,False
1961-09,铜,copper,1557.63,元/吨,-0.59,-2.97,1.84,-2.22,变化不大,False,False
1961-10,铜,copper,1551.67,元/吨,-0.38,-0.49,-0.24,2.88,变化不大,False,False
1961-11,铜,copper,1556.55,元/吨,0.31,-0.66,-5.41,-1.53,变化不大,False,False
1961-12,铜,copper,1562.87,元/吨,0.41,0.34,-2.65,-0.32,变化不大,False,False
1962-01,铜,copper,1564.15,元/吨,0.08,0.8,0.31,4.72,持续上涨,False,False
1962-02,铜,copper,1595.1,元/吨,1.98,2.48,1.8,5.08,持续上涨,False,False
1962-03,铜,copper,1594.02,元/吨,-0.07,1.99,2.34,4.22,变化不大,False,False
1962-04,铜,copper,1590.2,元/吨,-0.24,1.67,2.48,2.23,变化不大,False,False
1962-05,铜,copper,1589.66,元/吨,-0.03,-0.34,2.13,-3.4,持续下跌,False,False
1962-06,铜,copper,1589.12,元/吨,-0.03,-0.31,1.68,-1.01,持续下跌,False,False
1962-07,铜,copper,1589.12,元/吨,0.0,-0.07,1.6,1.91,变化不大,False,False
1962-08,铜,copper,1589.12,元/吨,0.0,-0.03,-0.37,1.42,变化不大,False,False
1962-09,铜,copper,1589.12,元/吨,0.0,0.0,-0.31,2.02,变化不大,False,False
1962-10,铜,copper,1590.2,元/吨,0.07,0.07,0.0,2.48,变化不大,False,False
1962-11,铜,copper,1589.12,元/吨,-0.07,0.0,-0.03,2.09,变化不大,False,False
1962-12,铜,copper,1589.66,元/吨,0.03,0.03,0.03,1.71,变化不大,False,False
1963-01,铜,copper,1589.12,元/吨,-0.03,-0.07,0.0,1.6,变化不大,False,False
1963-02,铜,copper,1589.12,元/吨,0.0,0.0,0.0,-0.37,变化不大,False,False
1963-03,铜,copper,1589.12,元/吨,0.0,-0.03,0.0,-0.31,变化不大,False,False
1963-04,铜,copper,1589.66,元/吨,0.03,0.03,-0.03,-0.03,变化不大,False,False
1963-05,铜,copper,1589.12,元/吨,-0.03,0.0,0.0,-0.03,变化不大,False,False
1963-06,铜,copper,1589.66,元/吨,0.03,0.03,0.0,0.03,变化不大,False,False
1963-07,铜,copper,1589.12,元/吨,-0.03,-0.03,0.0,0.0,变化不大,False,False
1963-08,铜,copper,1589.12,元/吨,0.0,0.0,0.0,0.0,变化不大,False,False
1963-09,铜,copper,1589.12,元/吨,0.0,-0.03,0.0,0.0,变化不大,False,False
1963-10,铜,copper,1589.12,元/吨,0.0,0.0,-0.03,-0.07,变化不大,False,False
1963-11,铜,copper,1589.66,元/吨,0.03,0.03,0.03,0.03,变化不大,False,False
1963-12,铜,copper,1600.51,元/吨,0.68,0.72,0.68,0.68,变化不大,False,False
1964-01,铜,copper,1614.08,元/吨,0.85,1.57,1.57,1.57,持续上涨,False,False
1964-02,铜,copper,1707.97,元/吨,5.82,7.44,7.48,7.48,上涨明显,False,False
1964-03,铜,copper,1834.43,元/吨,7.4,14.62,15.44,15.44,上涨明显,False,False
1964-04,铜,copper,2120.99,元/吨,15.62,31.41,33.47,33.42,上涨明显,True,True
1964-05,铜,copper,2039.06,元/吨,-3.86,19.38,28.27,28.31,小幅回落,False,False
1964-06,铜,copper,1990.19,元/吨,-2.4,8.49,24.35,25.2,小幅回落,False,False
1964-07,铜,copper,2104.72,元/吨,5.75,-0.77,30.4,32.45,上涨明显,False,False
1964-08,铜,copper,2460.15,元/吨,16.89,20.65,44.04,54.81,上涨明显,True,True
1964-09,铜,copper,2860.73,元/吨,16.28,43.74,55.95,80.02,上涨明显,True,True
1964-10,铜,copper,3343.79,元/吨,16.89,58.87,57.65,110.42,上涨明显,True,True
1964-11,铜,copper,3447.43,元/吨,3.1,40.13,69.07,116.87,持续上涨,False,False
1964-12,铜,copper,3124.52,元/吨,-9.37,9.22,57.0,95.22,下跌明显,True,False
1965-01,铜,copper,2463.47,元/吨,-21.16,-26.33,17.04,52.62,下跌明显,True,True
1965-02,铜,copper,2904.7,元/吨,17.91,-15.74,18.07,70.07,上涨明显,True,True
1965-03,铜,copper,3045.81,元/吨,4.86,-2.52,6.47,66.04,温和上涨,False,False
1965-04,铜,copper,3319.34,元/吨,8.98,34.74,-0.73,56.5,上涨明显,True,False
1965-05,铜,copper,3393.71,元/吨,2.24,16.84,-1.56,66.44,持续上涨,False,False
1965-06,铜,copper,3222.2,元/吨,-5.05,5.79,3.13,61.9,下跌明显,False,False
1965-07,铜,copper,2791.83,元/吨,-13.36,-15.89,13.33,32.65,下跌明显,True,False
1965-08,铜,copper,2978.53,元/吨,6.69,-12.23,2.54,21.07,上涨明显,False,False
1965-09,铜,copper,3268.88,元/吨,9.75,1.45,7.32,14.27,上涨明显,True,False
1965-10,铜,copper,3451.25,元/吨,5.58,23.62,3.97,3.21,上涨明显,False,False
1965-11,铜,copper,3616.78,元/吨,4.8,21.43,6.57,4.91,持续上涨,False,False
1965-12,铜,copper,3736.18,元/吨,3.3,14.3,15.95,19.58,持续上涨,False,False
1966-01,铜,copper,4133.46,元/吨,10.63,19.77,48.06,67.79,上涨明显,True,False
1966-02,铜,copper,4614.32,元/吨,11.63,27.58,54.92,58.86,上涨明显,True,False
1966-03,铜,copper,4615.41,元/吨,0.02,23.53,41.19,51.53,持续上涨,False,False
1966-04,铜,copper,4695.74,元/吨,1.74,13.6,36.06,41.47,持续上涨,False,False
1966-05,铜,copper,4095.48,元/吨,-12.78,-11.24,13.24,20.68,下跌明显,True,False
1966-06,铜,copper,4174.7,元/吨,1.93,-9.55,11.74,29.56,温和上涨,False,False
1966-07,铜,copper,3859.93,元/吨,-7.54,-17.8,-6.62,38.26,下跌明显,False,False
1966-08,铜,copper,2942.69,元/吨,-23.76,-28.15,-36.23,-1.2,下跌明显,True,True
1966-09,铜,copper,2777.7,元/吨,-5.61,-33.46,-39.82,-15.03,下跌明显,False,False
1966-10,铜,copper,3139.71,元/吨,13.03,-18.66,-33.14,-9.03,上涨明显,True,False
1966-11,铜,copper,3204.3,元/吨,2.06,8.89,-21.76,-11.4,温和上涨,False,False
1966-12,铜,copper,2989.93,元/吨,-6.69,7.64,-28.38,-19.97,下跌明显,False,False
1967-01,铜,copper,3062.11,元/吨,2.41,-2.47,-20.67,-25.92,温和上涨,False,False
1967-02,铜,copper,3004.58,元/吨,-1.88,-6.23,2.1,-34.89,小幅回落,False,False
1967-03,铜,copper,2703.89,元/吨,-10.01,-9.57,-2.66,-41.42,下跌明显,True,False
1967-04,铜,copper,2448.8,元/吨,-9.43,-20.03,-22.01,-47.85,下跌明显,True,False
1967-05,铜,copper,2550.84,元/吨,4.17,-15.1,-20.39,-37.72,温和上涨,False,False
1967-06,铜,copper,2499.27,元/吨,-2.02,-7.57,-16.41,-40.13,小幅回落,False,False
1967-07,铜,copper,2455.33,元/吨,-1.76,0.27,-19.82,-36.39,小幅回落,False,False
1967-08,铜,copper,2571.47,元/吨,4.73,0.81,-14.42,-12.62,温和上涨,False,False
1967-09,铜,copper,2610.0,元/吨,1.5,4.43,-3.47,-6.04,温和上涨,False,False
1967-10,铜,copper,2802.69,元/吨,7.38,14.15,14.45,-10.73,上涨明显,False,False
1967-11,铜,copper,3554.37,元/吨,26.82,38.22,39.34,10.92,上涨明显,True,True
1967-12,铜,copper,3259.64,元/吨,-8.29,24.89,30.42,9.02,下跌明显,True,False
1968-01,铜,copper,3468.06,元/吨,6.39,23.74,41.25,13.26,上涨明显,False,False
1968-02,铜,copper,4233.85,元/吨,22.08,19.12,64.65,40.91,上涨明显,True,True
1968-03,铜,copper,4187.72,元/吨,-1.09,28.47,60.45,54.88,小幅回落,False,False
1968-04,铜,copper,3089.78,元/吨,-26.22,-10.91,10.24,26.18,下跌明显,True,True
1968-05,铜,copper,2699.56,元/吨,-12.63,-36.24,-24.05,5.83,下跌明显,True,False
1968-06,铜,copper,2798.33,元/吨,3.66,-33.18,-14.15,11.97,温和上涨,False,False
1968-07,铜,copper,2595.35,元/吨,-7.25,-16.0,-25.16,5.7,下跌明显,False,False
1968-08,铜,copper,2600.77,元/吨,0.21,-3.66,-38.57,1.14,变化不大,False,False
1968-09,铜,copper,2732.67,元/吨,5.07,-2.35,-34.75,4.7,上涨明显,False,False
1968-10,铜,copper,2658.3,元/吨,-2.72,2.43,-13.96,-5.15,小幅回落,False,False
1968-11,铜,copper,2707.68,元/吨,1.86,4.11,0.3,-23.82,温和上涨,False,False
1968-12,铜,copper,2917.18,元/吨,7.74,6.75,4.25,-10.51,上涨明显,False,False
1969-01,铜,copper,3090.86,元/吨,5.95,16.27,19.09,-10.88,上涨明显,False,False
1969-02,铜,copper,3164.13,元/吨,2.37,16.86,21.66,-25.27,持续上涨,False,False
1969-03,铜,copper,3147.31,元/吨,-0.53,7.89,15.17,-24.84,变化不大,False,False
1969-04,铜,copper,3417.05,元/吨,8.57,10.55,28.54,10.59,上涨明显,True,False
1969-05,铜,copper,3427.91,元/吨,0.32,8.34,26.6,26.98,变化不大,False,False
1969-06,铜,copper,3650.95,元/吨,6.51,16.0,25.15,30.47,上涨明显,False,False
1969-07,铜,copper,3579.33,元/吨,-1.96,4.75,15.8,37.91,小幅回落,False,False
1969-08,铜,copper,3955.45,元/吨,10.51,15.39,25.01,52.09,上涨明显,True,False
1969-09,铜,copper,3887.06,元/吨,-1.73,6.47,23.5,42.24,小幅回落,False,False
1969-10,铜,copper,3826.82,元/吨,-1.55,6.91,11.99,43.96,小幅回落,False,False
1969-11,铜,copper,4016.23,元/吨,4.95,1.54,17.16,48.33,温和上涨,False,False
1969-12,铜,copper,4184.47,元/吨,4.19,7.65,14.61,43.44,温和上涨,False,False
1970-01,铜,copper,4003.63,元/吨,-4.32,4.62,11.85,29.53,小幅回落,False,False
1970-02,铜,copper,4079.69,元/吨,1.9,1.58,3.14,28.94,温和上涨,False,False
1970-03,铜,copper,4318.0,元/吨,5.84,3.19,11.09,37.2,上涨明显,False,False
1970-04,铜,copper,4287.47,元/吨,-0.71,7.09,12.04,25.47,变化不大,False,False
1970-05,铜,copper,3933.71,元/吨,-8.25,-3.58,-2.05,14.76,下跌明显,True,False
1970-06,铜,copper,3589.3,元/吨,-8.76,-16.88,-14.22,-1.69,下跌明显,True,False
1970-07,铜,copper,3364.3,元/吨,-6.27,-21.53,-15.97,-6.01,下跌明显,False,False
1970-08,铜,copper,3117.87,元/吨,-7.32,-20.74,-23.58,-21.18,下跌明显,False,False
1970-09,铜,copper,3069.62,元/吨,-1.55,-14.48,-28.91,-21.03,持续下跌,False,False
1970-10,铜,copper,2812.36,元/吨,-8.38,-16.41,-34.41,-26.51,下跌明显,True,False
1970-11,铜,copper,2671.79,元/吨,-5.0,-14.31,-32.08,-33.48,持续下跌,False,False
1970-12,铜,copper,2574.3,元/吨,-3.65,-16.14,-28.28,-38.48,持续下跌,False,False
1971-01,铜,copper,2486.42,元/吨,-3.41,-11.59,-26.09,-37.9,持续下跌,False,False
1971-02,铜,copper,2511.53,元/吨,1.01,-6.0,-19.45,-38.44,温和上涨,False,False
1971-03,铜,copper,2816.55,元/吨,12.14,9.41,-8.24,-34.77,上涨明显,True,False
1971-04,铜,copper,3080.94,元/吨,9.39,23.91,9.55,-28.14,上涨明显,True,False
1971-05,铜,copper,2743.43,元/吨,-10.95,9.23,2.68,-30.26,下跌明显,True,False
1971-06,铜,copper,2644.47,元/吨,-3.61,-6.11,2.73,-26.32,小幅回落,False,False
1971-07,铜,copper,2745.65,元/吨,3.83,-10.88,10.43,-18.39,温和上涨,False,False
1971-08,铜,copper,2464.9,元/吨,-10.23,-10.15,-1.86,-20.94,下跌明显,True,False
1971-09,铜,copper,2371.72,元/吨,-3.78,-10.31,-15.79,-22.74,小幅回落,False,False
1971-10,铜,copper,2337.6,元/吨,-1.44,-14.86,-24.13,-16.88,持续下跌,False,False
1971-11,铜,copper,2276.31,元/吨,-2.62,-7.65,-17.03,-14.8,持续下跌,False,False
1971-12,铜,copper,2330.19,元/吨,2.37,-1.75,-11.88,-9.48,温和上涨,False,False
1972-01,铜,copper,2420.22,元/吨,3.86,3.53,-11.85,-2.66,温和上涨,False,False
1972-02,铜,copper,2497.45,元/吨,3.19,9.71,1.32,-0.56,持续上涨,False,False
1972-03,铜,copper,2488.02,元/吨,-0.38,6.77,4.9,-11.66,变化不大,False,False
1972-04,铜,copper,2543.7,元/吨,2.24,5.1,8.82,-17.44,温和上涨,False,False
1972-05,铜,copper,2483.98,元/吨,-2.35,-0.54,9.12,-9.46,小幅回落,False,False
1972-06,铜,copper,2386.99,元/吨,-3.9,-4.06,2.44,-9.74,小幅回落,False,False
1972-07,铜,copper,2322.78,元/吨,-2.69,-8.68,-4.03,-15.4,持续下跌,False,False
1972-08,铜,copper,2081.89,元/吨,-10.37,-16.19,-16.64,-15.54,下跌明显,True,False
1972-09,铜,copper,2109.53,元/吨,1.33,-11.62,-15.21,-11.05,温和上涨,False,False
1972-10,铜,copper,1824.91,元/吨,-13.49,-21.43,-28.26,-21.93,下跌明显,True,False
1972-11,铜,copper,2003.12,元/吨,9.77,-3.78,-19.36,-12.0,上涨明显,True,False
1972-12,铜,copper,2037.53,元/吨,1.72,-3.41,-14.64,-12.56,温和上涨,False,False
1973-01,铜,copper,2225.69,元/吨,9.23,21.96,-4.18,-8.04,上涨明显,True,False
1973-02,铜,copper,2473.52,元/吨,11.14,23.48,18.81,-0.96,上涨明显,True,False
1973-03,铜,copper,3002.4,元/吨,21.38,47.35,42.33,20.67,上涨明显,True,True
1973-04,铜,copper,3159.33,元/吨,5.23,41.95,73.12,24.2,上涨明显,False,False
1973-05,铜,copper,3087.33,元/吨,-2.28,24.82,54.13,24.29,小幅回落,False,False
1973-06,铜,copper,3478.16,元/吨,12.66,15.85,70.7,45.71,上涨明显,True,False
1973-07,铜,copper,4020.17,元/吨,15.58,27.25,80.63,73.08,上涨明显,True,True
1973-08,铜,copper,3202.12,元/吨,-20.35,3.72,29.46,53.81,下跌明显,True,True
1973-09,铜,copper,2936.48,元/吨,-8.3,-15.57,-2.2,39.2,下跌明显,True,False
1973-10,铜,copper,3149.58,元/吨,7.26,-21.66,-0.31,72.59,上涨明显,False,False
1973-11,铜,copper,3485.19,元/吨,10.66,8.84,12.89,73.99,上涨明显,True,False
1973-12,铜,copper,3460.04,元/吨,-0.72,17.83,-0.52,69.82,变化不大,False,False
1974-01,铜,copper,3150.22,元/吨,-8.95,0.02,-21.64,41.54,下跌明显,True,False
1974-02,铜,copper,3571.16,元/吨,13.36,2.47,11.52,44.38,上涨明显,True,False
1974-03,铜,copper,4298.08,元/吨,20.36,24.22,46.37,43.15,上涨明显,True,True
1974-04,铜,copper,4775.09,元/吨,11.1,51.58,51.61,51.14,上涨明显,True,False
1974-05,铜,copper,4553.1,元/吨,-4.65,27.5,30.64,47.48,小幅回落,False,False
1974-06,铜,copper,3883.75,元/吨,-14.7,-9.64,12.25,11.66,下跌明显,True,False
1974-07,铜,copper,3070.56,元/吨,-20.94,-35.7,-2.53,-23.62,下跌明显,True,True
1974-08,铜,copper,2899.6,元/吨,-5.57,-36.32,-18.81,-9.45,下跌明显,False,False
1974-09,铜,copper,2361.19,元/吨,-18.57,-39.2,-45.06,-19.59,下跌明显,True,True
1974-10,铜,copper,2273.05,元/吨,-3.73,-25.97,-52.4,-27.83,持续下跌,False,False
1974-11,铜,copper,2313.9,元/吨,1.8,-20.2,-49.18,-33.61,温和上涨,False,False
1974-12,铜,copper,2116.15,元/吨,-8.55,-10.38,-45.51,-38.84,下跌明显,True,False
1975-01,铜,copper,1998.48,元/吨,-5.56,-12.08,-34.91,-36.56,下跌明显,False,False
1975-02,铜,copper,2100.24,元/吨,5.09,-9.23,-27.57,-41.19,上涨明显,False,False
1975-03,铜,copper,2240.38,元/吨,6.67,5.87,-5.12,-47.87,上涨明显,False,False
1975-04,铜,copper,2226.41,元/吨,-0.62,11.41,-2.05,-53.37,变化不大,False,False
1975-05,铜,copper,2110.52,元/吨,-5.21,0.49,-8.79,-53.65,下跌明显,False,False
1975-06,铜,copper,2018.2,元/吨,-4.37,-9.92,-4.63,-48.03,持续下跌,False,False
1975-07,铜,copper,2078.08,元/吨,2.97,-6.66,3.98,-32.32,温和上涨,False,False
1975-08,铜,copper,2181.67,元/吨,4.98,3.37,3.88,-24.76,温和上涨,False,False
1975-09,铜,copper,2077.38,元/吨,-4.78,2.93,-7.28,-12.02,小幅回落,False,False
1975-10,铜,copper,2033.43,元/吨,-2.12,-2.15,-8.67,-10.54,小幅回落,False,False
1975-11,铜,copper,2044.77,元/吨,0.56,-6.28,-3.12,-11.63,变化不大,False,False
1975-12,铜,copper,2004.7,元/吨,-1.96,-3.5,-0.67,-5.27,小幅回落,False,False
1976-01,铜,copper,2087.75,元/吨,4.14,2.67,0.47,4.47,温和上涨,False,False
1976-02,铜,copper,2143.37,元/吨,2.66,4.82,-1.76,2.05,温和上涨,False,False
1976-03,铜,copper,2347.94,元/吨,9.54,17.12,13.02,4.8,上涨明显,True,False
1976-04,铜,copper,2680.25,元/吨,14.15,28.38,31.81,20.38,上涨明显,True,False
1976-05,铜,copper,2696.35,元/吨,0.6,25.8,31.87,27.76,持续上涨,False,False
1976-06,铜,copper,2777.14,元/吨,3.0,18.28,38.53,37.6,持续上涨,False,False
1976-07,铜,copper,2964.6,元/吨,6.75,10.61,42.0,42.66,上涨明显,False,False
1976-08,铜,copper,2782.97,元/吨,-6.13,3.21,29.84,27.56,下跌明显,False,False
1976-09,铜,copper,2650.57,元/吨,-4.76,-4.56,12.89,27.59,小幅回落,False,False
1976-10,铜,copper,2345.12,元/吨,-11.52,-20.9,-12.5,15.33,下跌明显,True,False
1976-11,铜,copper,2344.79,元/吨,-0.01,-15.74,-13.04,14.67,持续下跌,False,False
1976-12,铜,copper,2370.27,元/吨,1.09,-10.58,-14.65,18.24,温和上涨,False,False
1977-01,铜,copper,2582.6,元/吨,8.96,10.13,-12.89,23.7,上涨明显,True,False
1977-02,铜,copper,2649.94,元/吨,2.61,13.01,-4.78,23.63,持续上涨,False,False
1977-03,铜,copper,2828.05,元/吨,6.72,19.31,6.7,20.45,上涨明显,False,False
1977-04,铜,copper,2679.38,元/吨,-5.26,3.75,14.25,-0.03,下跌明显,False,False
1977-05,铜,copper,2582.0,元/吨,-3.63,-2.56,10.12,-4.24,小幅回落,False,False
1977-06,铜,copper,2481.91,元/吨,-3.88,-12.24,4.71,-10.63,持续下跌,False,False
1977-07,铜,copper,2371.2,元/吨,-4.46,-11.5,-8.19,-20.02,持续下跌,False,False
1977-08,铜,copper,2213.63,元/吨,-6.65,-14.27,-16.46,-20.46,下跌明显,False,False
1977-09,铜,copper,2290.46,元/吨,3.47,-7.71,-19.01,-13.59,温和上涨,False,False
1977-10,铜,copper,2329.25,元/吨,1.69,-1.77,-13.07,-0.68,温和上涨,False,False
1977-11,铜,copper,2285.16,元/吨,-1.89,3.23,-11.5,-2.54,小幅回落,False,False
1977-12,铜,copper,2448.48,元/吨,7.15,6.9,-1.35,3.3,上涨明显,False,False
1978-01,铜,copper,2458.95,元/吨,0.43,5.57,3.7,-4.79,变化不大,False,False
1978-02,铜,copper,2383.25,元/吨,-3.08,4.29,7.66,-10.06,小幅回落,False,False
1978-03,铜,copper,2466.24,元/吨,3.48,0.73,7.67,-12.79,温和上涨,False,False
1978-04,铜,copper,2537.88,元/吨,2.9,3.21,8.96,-5.28,温和上涨,False,False
1978-05,铜,copper,2584.24,元/吨,1.83,8.43,13.09,0.09,持续上涨,False,False
1978-06,铜,copper,2654.94,元/吨,2.74,7.65,8.43,6.97,持续上涨,False,False
1978-07,铜,copper,2674.0,元/吨,0.72,5.36,8.75,12.77,持续上涨,False,False
1978-08,铜,copper,2863.84,元/吨,7.1,10.82,20.17,29.37,上涨明显,False,False
1978-09,铜,copper,2908.08,元/吨,1.54,9.53,17.92,26.96,持续上涨,False,False
1978-10,铜,copper,3049.65,元/吨,4.87,14.05,20.17,30.93,持续上涨,False,False
1978-11,铜,copper,3011.32,元/吨,-1.26,5.15,16.53,31.78,小幅回落,False,False
1978-12,铜,copper,3129.93,元/吨,3.94,7.63,17.89,27.83,温和上涨,False,False
1979-01,铜,copper,3400.95,元/吨,8.66,11.52,27.19,38.31,上涨明显,True,False
1979-02,铜,copper,4001.34,元/吨,17.65,32.88,39.72,67.89,上涨明显,True,True
1979-03,铜,copper,4236.73,元/吨,5.88,35.36,45.69,71.79,上涨明显,False,False
1979-04,铜,copper,4357.5,元/吨,2.85,28.13,42.89,71.7,持续上涨,False,False
1979-05,铜,copper,4012.44,元/吨,-7.92,0.28,33.25,55.27,下跌明显,False,False
1979-06,铜,copper,3928.0,元/吨,-2.1,-7.29,25.5,47.95,小幅回落,False,False
1979-07,铜,copper,3809.4,元/吨,-3.02,-12.58,12.01,42.46,持续下跌,False,False
1979-08,铜,copper,4166.84,元/吨,9.38,3.85,4.14,45.5,上涨明显,True,False
1979-09,铜,copper,4436.39,元/吨,6.47,12.94,4.71,52.55,上涨明显,False,False
1979-10,铜,copper,4411.29,元/吨,-0.57,15.8,1.23,44.65,变化不大,False,False
1979-11,铜,copper,4458.6,元/吨,1.07,7.0,11.12,48.06,温和上涨,False,False
1979-12,铜,copper,4741.72,元/吨,6.35,6.88,20.72,51.5,上涨明显,False,False
1980-01,铜,copper,5592.15,元/吨,17.94,26.77,46.8,64.43,上涨明显,True,True
1980-02,铜,copper,6297.92,元/吨,12.62,41.25,51.14,57.4,上涨明显,True,False
1980-03,铜,copper,4996.41,元/吨,-20.67,5.37,12.62,17.93,下跌明显,True,True
1980-04,铜,copper,4502.25,元/吨,-9.89,-19.49,2.06,3.32,下跌明显,True,False
1980-05,铜,copper,4447.38,元/吨,-1.22,-29.38,-0.25,10.84,持续下跌,False,False
1980-06,铜,copper,4396.55,元/吨,-1.14,-12.01,-7.28,11.93,持续下跌,False,False
1980-07,铜,copper,4787.2,元/吨,8.89,6.33,-14.39,25.67,上涨明显,True,False
1980-08,铜,copper,3549.98,元/吨,-25.84,-20.18,-43.63,-14.8,下跌明显,True,True
1980-09,铜,copper,3512.3,元/吨,-1.06,-20.11,-29.7,-20.83,小幅回落,False,False
1980-10,铜,copper,3478.2,元/吨,-0.97,-27.34,-22.75,-21.15,持续下跌,False,False
1980-11,铜,copper,3427.05,元/吨,-1.47,-3.46,-22.94,-23.14,持续下跌,False,False
1980-12,铜,copper,3203.7,元/吨,-6.52,-8.79,-27.13,-32.44,下跌明显,False,False
1981-01,铜,copper,3186.82,元/吨,-0.53,-8.38,-33.43,-43.01,持续下跌,False,False
1981-02,铜,copper,3647.02,元/吨,14.44,6.42,2.73,-42.09,上涨明显,True,False
1981-03,铜,copper,3726.9,元/吨,2.19,16.33,6.11,-25.41,温和上涨,False,False
1981-04,铜,copper,3778.58,元/吨,1.39,18.57,8.64,-16.07,持续上涨,False,False
1981-05,铜,copper,3658.2,元/吨,-3.19,0.31,6.74,-17.74,小幅回落,False,False
1981-06,铜,copper,3612.5,元/吨,-1.25,-3.07,12.76,-17.83,小幅回落,False,False
1981-07,铜,copper,3616.09,元/吨,0.1,-4.3,13.47,-24.46,变化不大,False,False
1981-08,铜,copper,3886.72,元/吨,7.48,6.25,6.57,9.49,上涨明显,False,False
1981-09,铜,copper,3762.88,元/吨,-3.19,4.16,0.97,7.13,小幅回落,False,False
1981-10,铜,copper,3707.52,元/吨,-1.47,2.53,-1.88,6.59,小幅回落,False,False
1981-11,铜,copper,3715.65,元/吨,0.22,-4.4,1.57,8.42,变化不大,False,False
1981-12,铜,copper,3765.81,元/吨,1.35,0.08,4.24,17.55,温和上涨,False,False
1982-01,铜,copper,3704.38,元/吨,-1.63,-0.08,2.44,16.24,小幅回落,False,False
1982-02,铜,copper,3715.35,元/吨,0.3,-0.01,-4.41,1.87,变化不大,False,False
1982-03,铜,copper,3549.44,元/吨,-4.47,-5.75,-5.67,-4.76,小幅回落,False,False
1982-04,铜,copper,3614.04,元/吨,1.82,-2.44,-2.52,-4.35,温和上涨,False,False
1982-05,铜,copper,3666.48,元/吨,1.45,-1.32,-1.32,0.23,温和上涨,False,False
1982-06,铜,copper,3152.5,元/吨,-14.02,-11.18,-16.29,-12.73,下跌明显,True,False
1982-07,铜,copper,3530.21,元/吨,11.98,-2.32,-4.7,-2.37,上涨明显,True,False
1982-08,铜,copper,3592.46,元/吨,1.76,-2.02,-3.31,-7.57,温和上涨,False,False
1982-09,铜,copper,3566.25,元/吨,-0.73,13.12,0.47,-5.23,变化不大,False,False
1982-10,铜,copper,3689.03,元/吨,3.44,4.5,2.08,-0.5,温和上涨,False,False
1982-11,铜,copper,3681.69,元/吨,-0.2,2.48,0.41,-0.91,变化不大,False,False
1982-12,铜,copper,3793.49,元/吨,3.04,6.37,20.33,0.74,温和上涨,False,False
1983-01,铜,copper,4086.94,元/吨,7.74,10.79,15.77,10.33,上涨明显,False,False
1983-02,铜,copper,4324.43,元/吨,5.81,17.46,20.38,16.39,上涨明显,False,False
1983-03,铜,copper,4233.9,元/吨,-2.09,11.61,18.72,19.28,小幅回落,False,False
1983-04,铜,copper,4480.36,元/吨,5.82,9.63,21.45,23.97,上涨明显,False,False
1983-05,铜,copper,4767.39,元/吨,6.41,10.24,29.49,30.03,上涨明显,False,False
1983-06,铜,copper,4635.77,元/吨,-2.76,9.49,22.2,47.05,小幅回落,False,False
1983-07,铜,copper,4686.82,元/吨,1.1,4.61,14.68,32.76,温和上涨,False,False
1983-08,铜,copper,4550.44,元/吨,-2.91,-4.55,5.23,26.67,小幅回落,False,False
1983-09,铜,copper,4369.96,元/吨,-3.97,-5.73,3.21,22.54,小幅回落,False,False
1983-10,铜,copper,4054.44,元/吨,-7.22,-13.49,-9.51,9.91,下跌明显,False,False
1983-11,铜,copper,3958.93,元/吨,-2.36,-13.0,-16.96,7.53,持续下跌,False,False
1983-12,铜,copper,4068.7,元/吨,2.77,-6.89,-12.23,7.25,温和上涨,False,False
