month,metal_cn,metal_en,price_usd,unit_usd
2023-09,铜,copper,8276.71,美元/吨
2023-10,铜,copper,7937.18,美元/吨
2023-11,铜,copper,8189.59,美元/吨
2023-12,铜,copper,8399.94,美元/吨
2024-01,铜,copper,8338.88,美元/吨
2024-02,铜,copper,8304.95,美元/吨
2024-03,铜,copper,8689.13,美元/吨
2024-04,铜,copper,9464.43,美元/吨
2024-05,铜,copper,10139.33,美元/吨
2024-06,铜,copper,9648.17,美元/吨
2024-07,铜,copper,9385.31,美元/吨
2024-08,铜,copper,8971.96,美元/吨
2024-09,铜,copper,9237.48,美元/吨
2024-10,铜,copper,9533.99,美元/吨
2024-11,铜,copper,9075.73,美元/吨
2024-12,铜,copper,8916.32,美元/吨
2025-01,铜,copper,8991.41,美元/吨
2025-02,铜,copper,9330.6,美元/吨
2025-03,铜,copper,9739.68,美元/吨
2025-04,铜,copper,9176.8,美元/吨
2025-05,铜,copper,9532.98,美元/吨
2025-06,铜,copper,9835.07,美元/吨
2025-07,铜,copper,9770.58,美元/吨
2025-08,铜,copper,9669.56,美元/吨
2025-09,铜,copper,9983.79,美元/吨
2025-10,铜,copper,10739.91,美元/吨
2025-11,铜,copper,10812.03,美元/吨
2025-12,铜,copper,11785.25,美元/吨
2026-01,铜,copper,13012.0,美元/吨
2026-02,铜,copper,12951.35,美元/吨
2026-03,铜,copper,12528.71,美元/吨
2026-04,铜,copper,12950.96,美元/吨
2026-05,铜,copper,13543.19,美元/吨
1960-01,黄金,gold,35.27,美元/盎司
1960-02,黄金,gold,35.27,美元/盎司
1960-03,黄金,gold,35.27,美元/盎司
1960-04,黄金,gold,35.27,美元/盎司
1960-05,黄金,gold,35.27,美元/盎司
1960-06,黄金,gold,35.27,美元/盎司
1960-07,黄金,gold,35.27,美元/盎司
1960-08,黄金,gold,35.27,美元/盎司
1960-09,黄金,gold,35.27,美元/盎司
1960-10,黄金,gold,35.27,美元/盎司
1960-11,黄金,gold,35.27,美元/盎司
1960-12,黄金,gold,35.27,美元/盎司
1961-01,黄金,gold,35.25,美元/盎司
1961-02,黄金,gold,35.25,美元/盎司
1961-03,黄金,gold,35.25,美元/盎司
1961-04,黄金,gold,35.25,美元/盎司
1961-05,黄金,gold,35.25,美元/盎司
1961-06,黄金,gold,35.25,美元/盎司
1961-07,黄金,gold,35.25,美元/盎司
1961-08,黄金,gold,35.25,美元/盎司
1961-09,黄金,gold,35.25,美元/盎司
1961-10,黄金,gold,35.25,美元/盎司
1961-11,黄金,gold,35.25,美元/盎司
1961-12,黄金,gold,35.25,美元/盎司
1962-01,黄金,gold,35.23,美元/盎司
1962-02,黄金,gold,35.23,美元/盎司
1962-03,黄金,gold,35.23,美元/盎司
1962-04,黄金,gold,35.23,美元/盎司
1962-05,黄金,gold,35.23,美元/盎司
1962-06,黄金,gold,35.23,美元/盎司
1962-07,黄金,gold,35.23,美元/盎司
1962-08,黄金,gold,35.23,美元/盎司
1962-09,黄金,gold,35.23,美元/盎司
1962-10,黄金,gold,35.23,美元/盎司
1962-11,黄金,gold,35.23,美元/盎司
1962-12,黄金,gold,35.23,美元/盎司
1963-01,黄金,gold,35.09,美元/盎司
1963-02,黄金,gold,35.09,美元/盎司
1963-03,黄金,gold,35.09,美元/盎司
1963-04,黄金,gold,35.09,美元/盎司
1963-05,黄金,gold,35.09,美元/盎司
1963-06,黄金,gold,35.09,美元/盎司
1963-07,黄金,gold,35.09,美元/盎司
1963-08,黄金,gold,35.09,美元/盎司
1963-09,黄金,gold,35.09,美元/盎司
1963-10,黄金,gold,35.09,美元/盎司
1963-11,黄金,gold,35.09,美元/盎司
1963-12,黄金,gold,35.09,美元/盎司
1964-01,黄金,gold,35.1,美元/盎司
1964-02,黄金,gold,35.1,美元/盎司
1964-03,黄金,gold,35.1,美元/盎司
1964-04,黄金,gold,35.1,美元/盎司
1964-05,黄金,gold,35.1,美元/盎司
1964-06,黄金,gold,35.1,美元/盎司
1964-07,黄金,gold,35.1,美元/盎司
1964-08,黄金,gold,35.1,美元/盎司
1964-09,黄金,gold,35.1,美元/盎司
1964-10,黄金,gold,35.1,美元/盎司
1964-11,黄金,gold,35.1,美元/盎司
1964-12,黄金,gold,35.1,美元/盎司
1965-01,黄金,gold,35.12,美元/盎司
1965-02,黄金,gold,35.12,美元/盎司
1965-03,黄金,gold,35.12,美元/盎司
1965-04,黄金,gold,35.12,美元/盎司
1965-05,黄金,gold,35.12,美元/盎司
1965-06,黄金,gold,35.12,美元/盎司
1965-07,黄金,gold,35.12,美元/盎司
1965-08,黄金,gold,35.12,美元/盎司
1965-09,黄金,gold,35.12,美元/盎司
1965-10,黄金,gold,35.12,美元/盎司
1965-11,黄金,gold,35.12,美元/盎司
1965-12,黄金,gold,35.12,美元/盎司
1966-01,黄金,gold,35.13,美元/盎司
1966-02,黄金,gold,35.13,美元/盎司
1966-03,黄金,gold,35.13,美元/盎司
1966-04,黄金,gold,35.13,美元/盎司
1966-05,黄金,gold,35.13,美元/盎司
1966-06,黄金,gold,35.13,美元/盎司
1966-07,黄金,gold,35.13,美元/盎司
1966-08,黄金,gold,35.13,美元/盎司
1966-09,黄金,gold,35.13,美元/盎司
1966-10,黄金,gold,35.13,美元/盎司
1966-11,黄金,gold,35.13,美元/盎司
1966-12,黄金,gold,35.13,美元/盎司
1967-01,黄金,gold,34.95,美元/盎司
1967-02,黄金,gold,34.95,美元/盎司
1967-03,黄金,gold,34.95,美元/盎司
1967-04,黄金,gold,34.95,美元/盎司
1967-05,黄金,gold,34.95,美元/盎司
1967-06,黄金,gold,34.95,美元/盎司
1967-07,黄金,gold,34.95,美元/盎司
1967-08,黄金,gold,34.95,美元/盎司
1967-09,黄金,gold,34.95,美元/盎司
1967-10,黄金,gold,34.95,美元/盎司
1967-11,黄金,gold,34.95,美元/盎司
1967-12,黄金,gold,34.95,美元/盎司
1968-01,黄金,gold,35.5,美元/盎司
1968-02,黄金,gold,36.0,美元/盎司
1968-03,黄金,gold,37.0,美元/盎司
1968-04,黄金,gold,37.86,美元/盎司
1968-05,黄金,gold,40.7,美元/盎司
1968-06,黄金,gold,41.14,美元/盎司
1968-07,黄金,gold,39.46,美元/盎司
1968-08,黄金,gold,39.19,美元/盎司
1968-09,黄金,gold,40.18,美元/盎司
1968-10,黄金,gold,39.21,美元/盎司
1968-11,黄金,gold,39.78,美元/盎司
1968-12,黄金,gold,41.08,美元/盎司
1969-01,黄金,gold,42.3,美元/盎司
1969-02,黄金,gold,42.6,美元/盎司
1969-03,黄金,gold,43.16,美元/盎司
1969-04,黄金,gold,43.31,美元/盎司
1969-05,黄金,gold,43.46,美元/盎司
1969-06,黄金,gold,41.44,美元/盎司
1969-07,黄金,gold,41.76,美元/盎司
1969-08,黄金,gold,41.09,美元/盎司
1969-09,黄金,gold,40.87,美元/盎司
1969-10,黄金,gold,40.44,美元/盎司
1969-11,黄金,gold,37.4,美元/盎司
1969-12,黄金,gold,35.17,美元/盎司
1970-01,黄金,gold,34.94,美元/盎司
1970-02,黄金,gold,34.99,美元/盎司
1970-03,黄金,gold,35.09,美元/盎司
1970-04,黄金,gold,35.62,美元/盎司
1970-05,黄金,gold,35.95,美元/盎司
1970-06,黄金,gold,35.42,美元/盎司
1970-07,黄金,gold,35.32,美元/盎司
1970-08,黄金,gold,35.38,美元/盎司
1970-09,黄金,gold,36.19,美元/盎司
1970-10,黄金,gold,37.52,美元/盎司
1970-11,黄金,gold,37.44,美元/盎司
1970-12,黄金,gold,37.44,美元/盎司
1971-01,黄金,gold,37.88,美元/盎司
1971-02,黄金,gold,38.74,美元/盎司
1971-03,黄金,gold,38.87,美元/盎司
1971-04,黄金,gold,39.01,美元/盎司
1971-05,黄金,gold,40.52,美元/盎司
1971-06,黄金,gold,40.1,美元/盎司
1971-07,黄金,gold,40.95,美元/盎司
1971-08,黄金,gold,42.71,美元/盎司
1971-09,黄金,gold,42.03,美元/盎司
1971-10,黄金,gold,42.5,美元/盎司
1971-11,黄金,gold,42.86,美元/盎司
1971-12,黄金,gold,43.48,美元/盎司
1972-01,黄金,gold,45.75,美元/盎司
1972-02,黄金,gold,48.26,美元/盎司
1972-03,黄金,gold,48.33,美元/盎司
1972-04,黄金,gold,49.03,美元/盎司
1972-05,黄金,gold,54.62,美元/盎司
1972-06,黄金,gold,62.09,美元/盎司
1972-07,黄金,gold,65.66,美元/盎司
1972-08,黄金,gold,67.03,美元/盎司
1972-09,黄金,gold,65.46,美元/盎司
1972-10,黄金,gold,64.86,美元/盎司
1972-11,黄金,gold,62.91,美元/盎司
1972-12,黄金,gold,63.91,美元/盎司
1973-01,黄金,gold,65.14,美元/盎司
1973-02,黄金,gold,74.2,美元/盎司
1973-03,黄金,gold,84.37,美元/盎司
1973-04,黄金,gold,90.5,美元/盎司
1973-05,黄金,gold,101.96,美元/盎司
1973-06,黄金,gold,120.12,美元/盎司
1973-07,黄金,gold,120.17,美元/盎司
1973-08,黄金,gold,106.76,美元/盎司
1973-09,黄金,gold,102.97,美元/盎司
1973-10,黄金,gold,100.08,美元/盎司
1973-11,黄金,gold,94.92,美元/盎司
1973-12,黄金,gold,106.72,美元/盎司
1974-01,黄金,gold,129.19,美元/盎司
1974-02,黄金,gold,150.13,美元/盎司
1974-03,黄金,gold,168.42,美元/盎司
1974-04,黄金,gold,172.24,美元/盎司
1974-05,黄金,gold,163.27,美元/盎司
1974-06,黄金,gold,154.1,美元/盎司
1974-07,黄金,gold,142.98,美元/盎司
1974-08,黄金,gold,154.64,美元/盎司
1974-09,黄金,gold,151.75,美元/盎司
1974-10,黄金,gold,158.78,美元/盎司
1974-11,黄金,gold,181.66,美元/盎司
1974-12,黄金,gold,183.78,美元/盎司
1975-01,黄金,gold,176.27,美元/盎司
1975-02,黄金,gold,179.6,美元/盎司
1975-03,黄金,gold,178.16,美元/盎司
1975-04,黄金,gold,169.84,美元/盎司
1975-05,黄金,gold,167.39,美元/盎司
1975-06,黄金,gold,164.24,美元/盎司
1975-07,黄金,gold,165.17,美元/盎司
1975-08,黄金,gold,163.0,美元/盎司
1975-09,黄金,gold,144.17,美元/盎司
1975-10,黄金,gold,142.79,美元/盎司
1975-11,黄金,gold,142.42,美元/盎司
1975-12,黄金,gold,139.3,美元/盎司
1976-01,黄金,gold,131.05,美元/盎司
1976-02,黄金,gold,131.06,美元/盎司
1976-03,黄金,gold,132.76,美元/盎司
1976-04,黄金,gold,127.94,美元/盎司
1976-05,黄金,gold,126.92,美元/盎司
1976-06,黄金,gold,125.71,美元/盎司
1976-07,黄金,gold,117.73,美元/盎司
1976-08,黄金,gold,109.93,美元/盎司
1976-09,黄金,gold,114.15,美元/盎司
1976-10,黄金,gold,116.15,美元/盎司
1976-11,黄金,gold,130.46,美元/盎司
1976-12,黄金,gold,133.93,美元/盎司
1977-01,黄金,gold,132.26,美元/盎司
1977-02,黄金,gold,136.24,美元/盎司
1977-03,黄金,gold,148.23,美元/盎司
1977-04,黄金,gold,149.17,美元/盎司
1977-05,黄金,gold,146.61,美元/盎司
1977-06,黄金,gold,140.78,美元/盎司
1977-07,黄金,gold,143.39,美元/盎司
1977-08,黄金,gold,144.94,美元/盎司
1977-09,黄金,gold,149.53,美元/盎司
1977-10,黄金,gold,158.95,美元/盎司
1977-11,黄金,gold,162.1,美元/盎司
1977-12,黄金,gold,160.45,美元/盎司
1978-01,黄金,gold,173.18,美元/盎司
1978-02,黄金,gold,178.14,美元/盎司
1978-03,黄金,gold,183.61,美元/盎司
1978-04,黄金,gold,175.28,美元/盎司
1978-05,黄金,gold,176.31,美元/盎司
1978-06,黄金,gold,183.75,美元/盎司
1978-07,黄金,gold,188.73,美元/盎司
1978-08,黄金,gold,206.3,美元/盎司
1978-09,黄金,gold,212.08,美元/盎司
1978-10,黄金,gold,227.44,美元/盎司
1978-11,黄金,gold,206.2,美元/盎司
1978-12,黄金,gold,207.85,美元/盎司
1979-01,黄金,gold,227.28,美元/盎司
1979-02,黄金,gold,245.67,美元/盎司
1979-03,黄金,gold,242.05,美元/盎司
1979-04,黄金,gold,239.11,美元/盎司
1979-05,黄金,gold,257.59,美元/盎司
1979-06,黄金,gold,279.07,美元/盎司
1979-07,黄金,gold,294.74,美元/盎司
1979-08,黄金,gold,300.82,美元/盎司
1979-09,黄金,gold,354.95,美元/盎司
1979-10,黄金,gold,391.66,美元/盎司
1979-11,黄金,gold,391.99,美元/盎司
1979-12,黄金,gold,455.08,美元/盎司
1980-01,黄金,gold,675.31,美元/盎司
1980-02,黄金,gold,665.32,美元/盎司
1980-03,黄金,gold,553.58,美元/盎司
1980-04,黄金,gold,517.41,美元/盎司
1980-05,黄金,gold,513.8,美元/盎司
1980-06,黄金,gold,600.72,美元/盎司
1980-07,黄金,gold,643.27,美元/盎司
1980-08,黄金,gold,627.15,美元/盎司
1980-09,黄金,gold,673.63,美元/盎司
1980-10,黄金,gold,661.15,美元/盎司
1980-11,黄金,gold,624.77,美元/盎司
1980-12,黄金,gold,538.26,美元/盎司
1981-01,黄金,gold,557.39,美元/盎司
1981-02,黄金,gold,499.76,美元/盎司
1981-03,黄金,gold,499.11,美元/盎司
1981-04,黄金,gold,495.8,美元/盎司
1981-05,黄金,gold,479.7,美元/盎司
1981-06,黄金,gold,461.09,美元/盎司
1981-07,黄金,gold,409.07,美元/盎司
1981-08,黄金,gold,410.16,美元/盎司
1981-09,黄金,gold,443.75,美元/盎司
1981-10,黄金,gold,437.76,美元/盎司
1981-11,黄金,gold,413.37,美元/盎司
1981-12,黄金,gold,410.09,美元/盎司
1982-01,黄金,gold,384.14,美元/盎司
1982-02,黄金,gold,374.13,美元/盎司
1982-03,黄金,gold,330.25,美元/盎司
1982-04,黄金,gold,350.3,美元/盎司
1982-05,黄金,gold,333.71,美元/盎司
1982-06,黄金,gold,314.98,美元/盎司
1982-07,黄金,gold,338.97,美元/盎司
1982-08,黄金,gold,364.23,美元/盎司
1982-09,黄金,gold,437.31,美元/盎司
1982-10,黄金,gold,422.15,美元/盎司
1982-11,黄金,gold,414.89,美元/盎司
1982-12,黄金,gold,444.5,美元/盎司
1983-01,黄金,gold,481.29,美元/盎司
1983-02,黄金,gold,491.09,美元/盎司
1983-03,黄金,gold,419.7,美元/盎司
1983-04,黄金,gold,432.88,美元/盎司
1983-05,黄金,gold,438.01,美元/盎司
1983-06,黄金,gold,412.84,美元/盎司
1983-07,黄金,gold,402.91,美元/盎司
1983-08,黄金,gold,416.2,美元/盎司
1983-09,黄金,gold,411.8,美元/盎司
1983-10,黄金,gold,393.6,美元/盎司
1983-11,黄金,gold,381.7,美元/盎司
1983-12,黄金,gold,388.34,美元/盎司
1984-01,黄金,gold,370.89,美元/盎司
1984-02,黄金,gold,385.96,美元/盎司
1984-03,黄金,gold,394.26,美元/盎司
1984-04,黄金,gold,381.37,美元/盎司
1984-05,黄金,gold,377.4,美元/盎司
1984-06,黄金,gold,377.7,美元/盎司
1984-07,黄金,gold,347.71,美元/盎司
1984-08,黄金,gold,347.7,美元/盎司
1984-09,黄金,gold,340.2,美元/盎司
1984-10,黄金,gold,341.0,美元/盎司
1984-11,黄金,gold,342.0,美元/盎司
1984-12,黄金,gold,319.54,美元/盎司
1985-01,黄金,gold,302.79,美元/盎司
1985-02,黄金,gold,299.1,美元/盎司
1985-03,黄金,gold,313.5,美元/盎司
1985-04,黄金,gold,326.8,美元/盎司
1985-05,黄金,gold,316.0,美元/盎司
1985-06,黄金,gold,316.5,美元/盎司
1985-07,黄金,gold,317.2,美元/盎司
1985-08,黄金,gold,330.4,美元/盎司
1985-09,黄金,gold,323.35,美元/盎司
1985-10,黄金,gold,325.85,美元/盎司
1985-11,黄金,gold,321.5,美元/盎司
1985-12,黄金,gold,321.9,美元/盎司
1986-01,黄金,gold,347.48,美元/盎司
1986-02,黄金,gold,338.89,美元/盎司
1986-03,黄金,gold,345.7,美元/盎司
1986-04,黄金,gold,340.44,美元/盎司
1986-05,黄金,gold,342.4,美元/盎司
1986-06,黄金,gold,342.7,美元/盎司
1986-07,黄金,gold,348.34,美元/盎司
1986-08,黄金,gold,376.66,美元/盎司
1986-09,黄金,gold,417.73,美元/盎司
1986-10,黄金,gold,423.51,美元/盎司
1986-11,黄金,gold,397.56,美元/盎司
1986-12,黄金,gold,390.92,美元/盎司
1987-01,黄金,gold,408.26,美元/盎司
1987-02,黄金,gold,401.12,美元/盎司
1987-03,黄金,gold,408.91,美元/盎司
1987-04,黄金,gold,438.35,美元/盎司
1987-05,黄金,gold,460.23,美元/盎司
1987-06,黄金,gold,449.59,美元/盎司
1987-07,黄金,gold,450.52,美元/盎司
1987-08,黄金,gold,461.15,美元/盎司
1987-09,黄金,gold,460.38,美元/盎司
1987-10,黄金,gold,465.35,美元/盎司
1987-11,黄金,gold,467.57,美元/盎司
1987-12,黄金,gold,486.24,美元/盎司
1988-01,黄金,gold,476.58,美元/盎司
1988-02,黄金,gold,442.07,美元/盎司
1988-03,黄金,gold,443.61,美元/盎司
1988-04,黄金,gold,451.55,美元/盎司
1988-05,黄金,gold,451.07,美元/盎司
1988-06,黄金,gold,451.33,美元/盎司
1988-07,黄金,gold,437.63,美元/盎司
1988-08,黄金,gold,431.28,美元/盎司
1988-09,黄金,gold,413.46,美元/盎司
1988-10,黄金,gold,406.78,美元/盎司
1988-11,黄金,gold,420.17,美元/盎司
1988-12,黄金,gold,419.05,美元/盎司
1989-01,黄金,gold,404.01,美元/盎司
1989-02,黄金,gold,387.51,美元/盎司
1989-03,黄金,gold,390.15,美元/盎司
1989-04,黄金,gold,384.4,美元/盎司
1989-05,黄金,gold,371.05,美元/盎司
1989-06,黄金,gold,367.6,美元/盎司
1989-07,黄金,gold,375.04,美元/盎司
1989-08,黄金,gold,365.14,美元/盎司
1989-09,黄金,gold,361.75,美元/盎司
1989-10,黄金,gold,366.88,美元/盎司
1989-11,黄金,gold,394.26,美元/盎司
1989-12,黄金,gold,409.39,美元/盎司
1990-01,黄金,gold,410.11,美元/盎司
1990-02,黄金,gold,416.81,美元/盎司
1990-03,黄金,gold,393.06,美元/盎司
1990-04,黄金,gold,374.24,美元/盎司
1990-05,黄金,gold,369.05,美元/盎司
1990-06,黄金,gold,352.33,美元/盎司
1990-07,黄金,gold,362.53,美元/盎司
1990-08,黄金,gold,394.73,美元/盎司
1990-09,黄金,gold,389.32,美元/盎司
1990-10,黄金,gold,380.74,美元/盎司
1990-11,黄金,gold,381.73,美元/盎司
1990-12,黄金,gold,376.95,美元/盎司
1991-01,黄金,gold,383.64,美元/盎司
1991-02,黄金,gold,363.83,美元/盎司
1991-03,黄金,gold,363.34,美元/盎司
1991-04,黄金,gold,358.38,美元/盎司
1991-05,黄金,gold,356.95,美元/盎司
1991-06,黄金,gold,366.72,美元/盎司
1991-07,黄金,gold,367.69,美元/盎司
1991-08,黄金,gold,356.31,美元/盎司
1991-09,黄金,gold,348.74,美元/盎司
1991-10,黄金,gold,358.69,美元/盎司
1991-11,黄金,gold,360.17,美元/盎司
1991-12,黄金,gold,361.73,美元/盎司
1992-01,黄金,gold,354.45,美元/盎司
1992-02,黄金,gold,353.91,美元/盎司
1992-03,黄金,gold,344.34,美元/盎司
1992-04,黄金,gold,338.62,美元/盎司
1992-05,黄金,gold,337.24,美元/盎司
1992-06,黄金,gold,340.81,美元/盎司
1992-07,黄金,gold,352.72,美元/盎司
1992-08,黄金,gold,343.06,美元/盎司
1992-09,黄金,gold,345.43,美元/盎司
1992-10,黄金,gold,344.38,美元/盎司
1992-11,黄金,gold,335.02,美元/盎司
1992-12,黄金,gold,334.82,美元/盎司
1993-01,黄金,gold,329.01,美元/盎司
1993-02,黄金,gold,329.31,美元/盎司
1993-03,黄金,gold,330.08,美元/盎司
1993-04,黄金,gold,342.15,美元/盎司
1993-05,黄金,gold,367.18,美元/盎司
1993-06,黄金,gold,371.89,美元/盎司
1993-07,黄金,gold,392.19,美元/盎司
1993-08,黄金,gold,378.84,美元/盎司
1993-09,黄金,gold,355.28,美元/盎司
1993-10,黄金,gold,364.18,美元/盎司
1993-11,黄金,gold,373.83,美元/盎司
1993-12,黄金,gold,383.3,美元/盎司
1994-01,黄金,gold,386.88,美元/盎司
1994-02,黄金,gold,381.91,美元/盎司
1994-03,黄金,gold,384.13,美元/盎司
1994-04,黄金,gold,377.27,美元/盎司
1994-05,黄金,gold,381.43,美元/盎司
1994-06,黄金,gold,385.64,美元/盎司
1994-07,黄金,gold,385.49,美元/盎司
1994-08,黄金,gold,380.36,美元/盎司
1994-09,黄金,gold,391.58,美元/盎司
1994-10,黄金,gold,389.77,美元/盎司
1994-11,黄金,gold,384.39,美元/盎司
1994-12,黄金,gold,379.29,美元/盎司
1995-01,黄金,gold,378.55,美元/盎司
1995-02,黄金,gold,376.64,美元/盎司
1995-03,黄金,gold,382.12,美元/盎司
1995-04,黄金,gold,391.03,美元/盎司
1995-05,黄金,gold,385.22,美元/盎司
1995-06,黄金,gold,387.56,美元/盎司
1995-07,黄金,gold,386.23,美元/盎司
1995-08,黄金,gold,383.67,美元/盎司
1995-09,黄金,gold,383.06,美元/盎司
1995-10,黄金,gold,383.14,美元/盎司
1995-11,黄金,gold,385.31,美元/盎司
1995-12,黄金,gold,387.44,美元/盎司
1996-01,黄金,gold,399.45,美元/盎司
1996-02,黄金,gold,404.76,美元/盎司
1996-03,黄金,gold,396.21,美元/盎司
1996-04,黄金,gold,392.85,美元/盎司
1996-05,黄金,gold,391.93,美元/盎司
1996-06,黄金,gold,385.27,美元/盎司
1996-07,黄金,gold,383.47,美元/盎司
1996-08,黄金,gold,387.35,美元/盎司
1996-09,黄金,gold,383.14,美元/盎司
1996-10,黄金,gold,381.07,美元/盎司
1996-11,黄金,gold,377.85,美元/盎司
1996-12,黄金,gold,369.0,美元/盎司
1997-01,黄金,gold,355.11,美元/盎司
1997-02,黄金,gold,346.58,美元/盎司
1997-03,黄金,gold,351.81,美元/盎司
1997-04,黄金,gold,344.47,美元/盎司
1997-05,黄金,gold,343.84,美元/盎司
1997-06,黄金,gold,340.76,美元/盎司
1997-07,黄金,gold,324.1,美元/盎司
1997-08,黄金,gold,324.01,美元/盎司
1997-09,黄金,gold,322.82,美元/盎司
1997-10,黄金,gold,324.87,美元/盎司
1997-11,黄金,gold,306.04,美元/盎司
1997-12,黄金,gold,288.74,美元/盎司
1998-01,黄金,gold,289.1,美元/盎司
1998-02,黄金,gold,297.49,美元/盎司
1998-03,黄金,gold,295.94,美元/盎司
1998-04,黄金,gold,308.29,美元/盎司
1998-05,黄金,gold,299.1,美元/盎司
1998-06,黄金,gold,292.32,美元/盎司
1998-07,黄金,gold,292.87,美元/盎司
1998-08,黄金,gold,284.11,美元/盎司
1998-09,黄金,gold,288.98,美元/盎司
1998-10,黄金,gold,295.93,美元/盎司
1998-11,黄金,gold,294.12,美元/盎司
1998-12,黄金,gold,291.68,美元/盎司
1999-01,黄金,gold,287.08,美元/盎司
1999-02,黄金,gold,287.33,美元/盎司
1999-03,黄金,gold,285.96,美元/盎司
1999-04,黄金,gold,282.62,美元/盎司
1999-05,黄金,gold,276.44,美元/盎司
1999-06,黄金,gold,261.31,美元/盎司
1999-07,黄金,gold,256.08,美元/盎司
1999-08,黄金,gold,256.69,美元/盎司
1999-09,黄金,gold,264.74,美元/盎司
1999-10,黄金,gold,310.72,美元/盎司
1999-11,黄金,gold,293.18,美元/盎司
1999-12,黄金,gold,283.07,美元/盎司
2000-01,黄金,gold,284.32,美元/盎司
2000-02,黄金,gold,299.86,美元/盎司
2000-03,黄金,gold,286.39,美元/盎司
2000-04,黄金,gold,279.69,美元/盎司
2000-05,黄金,gold,275.19,美元/盎司
2000-06,黄金,gold,285.73,美元/盎司
2000-07,黄金,gold,281.59,美元/盎司
2000-08,黄金,gold,274.47,美元/盎司
2000-09,黄金,gold,273.68,美元/盎司
2000-10,黄金,gold,270.0,美元/盎司
2000-11,黄金,gold,266.01,美元/盎司
2000-12,黄金,gold,271.45,美元/盎司
2001-01,黄金,gold,265.49,美元/盎司
2001-02,黄金,gold,261.87,美元/盎司
2001-03,黄金,gold,263.03,美元/盎司
2001-04,黄金,gold,260.48,美元/盎司
2001-05,黄金,gold,272.36,美元/盎司
2001-06,黄金,gold,270.23,美元/盎司
2001-07,黄金,gold,267.53,美元/盎司
2001-08,黄金,gold,272.39,美元/盎司
2001-09,黄金,gold,283.42,美元/盎司
2001-10,黄金,gold,283.06,美元/盎司
2001-11,黄金,gold,276.16,美元/盎司
2001-12,黄金,gold,275.85,美元/盎司
2002-01,黄金,gold,281.51,美元/盎司
2002-02,黄金,gold,295.5,美元/盎司
2002-03,黄金,gold,294.06,美元/盎司
2002-04,黄金,gold,302.68,美元/盎司
2002-05,黄金,gold,314.49,美元/盎司
2002-06,黄金,gold,321.18,美元/盎司
2002-07,黄金,gold,313.29,美元/盎司
2002-08,黄金,gold,310.26,美元/盎司
2002-09,黄金,gold,319.14,美元/盎司
2002-10,黄金,gold,316.56,美元/盎司
2002-11,黄金,gold,319.07,美元/盎司
2002-12,黄金,gold,331.92,美元/盎司
2003-01,黄金,gold,356.86,美元/盎司
2003-02,黄金,gold,358.97,美元/盎司
2003-03,黄金,gold,340.55,美元/盎司
2003-04,黄金,gold,328.18,美元/盎司
2003-05,黄金,gold,355.68,美元/盎司
2003-06,黄金,gold,356.35,美元/盎司
2003-07,黄金,gold,351.02,美元/盎司
2003-08,黄金,gold,359.77,美元/盎司
2003-09,黄金,gold,378.95,美元/盎司
2003-10,黄金,gold,378.92,美元/盎司
2003-11,黄金,gold,389.91,美元/盎司
2003-12,黄金,gold,406.95,美元/盎司
2004-01,黄金,gold,413.79,美元/盎司
2004-02,黄金,gold,404.88,美元/盎司
2004-03,黄金,gold,406.67,美元/盎司
2004-04,黄金,gold,403.26,美元/盎司
2004-05,黄金,gold,383.78,美元/盎司
2004-06,黄金,gold,392.37,美元/盎司
2004-07,黄金,gold,398.09,美元/盎司
2004-08,黄金,gold,400.51,美元/盎司
2004-09,黄金,gold,405.28,美元/盎司
2004-10,黄金,gold,420.46,美元/盎司
2004-11,黄金,gold,439.38,美元/盎司
2004-12,黄金,gold,442.08,美元/盎司
2005-01,黄金,gold,424.03,美元/盎司
2005-02,黄金,gold,423.35,美元/盎司
2005-03,黄金,gold,433.85,美元/盎司
2005-04,黄金,gold,429.23,美元/盎司
2005-05,黄金,gold,421.87,美元/盎司
2005-06,黄金,gold,430.66,美元/盎司
2005-07,黄金,gold,424.48,美元/盎司
2005-08,黄金,gold,437.93,美元/盎司
2005-09,黄金,gold,456.05,美元/盎司
2005-10,黄金,gold,469.9,美元/盎司
2005-11,黄金,gold,476.67,美元/盎司
2005-12,黄金,gold,510.1,美元/盎司
2006-01,黄金,gold,549.86,美元/盎司
2006-02,黄金,gold,555.0,美元/盎司
2006-03,黄金,gold,557.09,美元/盎司
2006-04,黄金,gold,610.65,美元/盎司
2006-05,黄金,gold,675.39,美元/盎司
2006-06,黄金,gold,596.15,美元/盎司
2006-07,黄金,gold,633.71,美元/盎司
2006-08,黄金,gold,632.59,美元/盎司
2006-09,黄金,gold,598.19,美元/盎司
2006-10,黄金,gold,585.78,美元/盎司
2006-11,黄金,gold,627.83,美元/盎司
2006-12,黄金,gold,629.79,美元/盎司
2007-01,黄金,gold,631.17,美元/盎司
2007-02,黄金,gold,664.75,美元/盎司
2007-03,黄金,gold,654.9,美元/盎司
2007-04,黄金,gold,679.37,美元/盎司
2007-05,黄金,gold,667.31,美元/盎司
2007-06,黄金,gold,655.66,美元/盎司
2007-07,黄金,gold,665.38,美元/盎司
2007-08,黄金,gold,665.41,美元/盎司
2007-09,黄金,gold,712.65,美元/盎司
2007-10,黄金,gold,754.6,美元/盎司
2007-11,黄金,gold,806.25,美元/盎司
2007-12,黄金,gold,803.2,美元/盎司
