date,symbol,variety,open,high,low,close,settle,pre_settle,volume,open_interest,turnover,source,source_url
2025-10-14,SN2512,SN,283890,284310,279520,280680,282320,283610,31545,20191,890609.723,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251014.dat
2025-10-14,SN2601,SN,283050,284450,279760,280880,282460,283460,8673,9281,244979.535,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251014.dat
2025-10-14,SN2602,SN,282630,284290,279560,280860,282390,283290,1895,2525,53513.266,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251014.dat
2025-10-14,SN2603,SN,283090,284230,279500,280810,282460,283900,421,1564,11891.888,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251014.dat
2025-10-14,SN2604,SN,283680,284200,279980,280500,282290,283870,231,587,6520.913,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251014.dat
2025-10-14,SN2605,SN,283580,284330,279800,280340,282370,283660,59,216,1666.033,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251014.dat
2025-10-14,SN2606,SN,284270,284270,280560,281200,282730,282530,17,64,480.655,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251014.dat
2025-10-14,SN2607,SN,283170,283850,280590,280590,282610,283050,15,21,423.925,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251014.dat
2025-10-14,SN2608,SN,284990,284990,281120,281120,283550,283690,44,49,1247.635,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251014.dat
2025-10-14,SN2609,SN,283780,284530,280830,282320,282990,284540,18,24,509.387,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251014.dat
2025-10-15,SN2510,SN,281190,281890,271030,281890,280420,281340,56,1280,1570.354,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251015.dat
2025-10-15,SN2511,SN,279050,281900,278200,281710,280410,282140,56904,28565,1595684.964,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251015.dat
2025-10-15,SN2512,SN,279500,282300,278510,282060,280740,282320,20578,20945,577716.346,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251015.dat
2025-10-15,SN2601,SN,279890,282350,278700,282100,281030,282460,5123,9507,143971.83,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251015.dat
2025-10-15,SN2602,SN,279500,282240,278590,282090,280790,282390,1325,2699,37205.712,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251015.dat
2025-10-15,SN2603,SN,279570,282250,279000,282090,280770,282460,566,1693,15891.782,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251015.dat
2025-10-15,SN2604,SN,279000,281860,279000,281820,280770,282290,178,665,4997.854,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251015.dat
2025-10-15,SN2605,SN,279000,282000,279000,281860,280720,282370,44,216,1235.187,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251015.dat
2025-10-15,SN2606,SN,280020,282310,280020,281380,281340,282730,37,74,1040.982,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251015.dat
2025-10-15,SN2607,SN,280090,282040,280090,282040,280840,282610,12,21,337.015,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251015.dat
2025-10-15,SN2608,SN,281180,282800,280230,282490,281330,283550,19,53,534.534,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251015.dat
2025-10-15,SN2609,SN,,,,282990,282990,282990,0,24,0,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251015.dat
2025-10-16,SN2511,SN,280600,282050,278100,281350,280030,280410,61156,26792,1712600.011,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251016.dat
2025-10-16,SN2512,SN,281050,282450,278590,281720,280450,280740,25392,21681,712133.064,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251016.dat
2025-10-16,SN2601,SN,281210,282570,278700,281860,280580,281030,4793,9488,134485.74,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251016.dat
2025-10-16,SN2602,SN,281130,282590,278830,281860,280680,280790,1461,2865,41007.704,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251016.dat
2025-10-16,SN2603,SN,279610,282410,278800,281700,280540,280770,522,1757,14644.38,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251016.dat
2025-10-16,SN2604,SN,279430,282080,279040,281730,280560,280770,112,698,3142.372,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251016.dat
2025-10-16,SN2605,SN,281030,282100,278900,281590,280280,280720,17,216,476.487,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251016.dat
2025-10-16,SN2606,SN,279500,282500,279500,282500,280690,281340,15,75,421.039,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251016.dat
2025-10-16,SN2607,SN,280980,282330,280240,281700,281020,280840,12,23,337.227,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251016.dat
2025-10-16,SN2608,SN,280000,282820,279850,281100,281860,281330,19,64,535.543,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251016.dat
2025-10-16,SN2609,SN,,,,282990,282990,282990,0,24,0,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20251016.dat
